subject_as_recorded,source_authority_uri,authorized_label,structured_value
Lutheran Church,,Lutheran Church,http://id.worldcat.org/fast/1003996
Lutheran Church--Controversial literature--Catholic authors,,Lutheran Church--Controversial literature--Catholic authors,http://id.worldcat.org/fast/1004014
Lutheran Church--Controversial literature--Catholic authors--Early works to 1800,,Lutheran Church--Controversial literature|Catholic authors|Early works,http://id.worldcat.org/fast/1425854|http://id.worldcat.org/fast/849146|http://id.worldcat.org/fast/1411636
Lyon (France)--Church history,,France--Lyon|Church history,http://id.worldcat.org/fast/1214593|http://id.worldcat.org/fast/1411629
Lyon (France)--History--15th century,,France--Lyon|History|Fifteenth century,http://id.worldcat.org/fast/1214593|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Magic,,Magic,http://id.worldcat.org/fast/1005468
Magic squares,,Magic squares,http://id.worldcat.org/fast/1005506
Magic--Early works to 1800,,Magic;Early works,http://id.worldcat.org/fast/1005468;http://id.worldcat.org/fast/1411636
Magic--Religious aspects--Christianity,,Magic--Religious aspects--Christianity,http://id.worldcat.org/fast/1005480
Magic--Religious aspects--Christianity--Early works to 1800,,Magic--Religious aspects|Christianity|Early works,http://id.worldcat.org/fast/1005478|http://id.worldcat.org/fast/859599|http://id.worldcat.org/fast/1411636
Magnificat (Music),,Magnificat (Music),http://id.worldcat.org/fast/1005931
Magnificat (Music)--Early works to 1800,,Magnificat (Music)|Early works,http://id.worldcat.org/fast/1005931|http://id.worldcat.org/fast/1411636
Maguelonne (France)--History,,France--Maguelonne|History,http://id.worldcat.org/fast/1305766|http://id.worldcat.org/fast/1411628
Mahzorim,,Mahzorim,http://id.worldcat.org/fast/1006018
Mahzorim--Texts,,Mahzorim|Texts,http://id.worldcat.org/fast/1006018|http://id.worldcat.org/fast/1423705
Maine-et-Loire (France)--History--16th century--Economic aspects,,France--Maine-et-Loire|History|Sixteenth century|Economics,http://id.worldcat.org/fast/1202998|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851|http://id.worldcat.org/fast/902116
"Mainz (Rhineland-Palatinate, Germany)--Church history",,Germany--Mainz (Rhineland-Palatinate)|Church history,http://id.worldcat.org/fast/1312353|http://id.worldcat.org/fast/1411629
Malikites,,Malikites,http://id.worldcat.org/fast/1006724
Malikites--Early works to 1800,,Malikites;Early works,http://id.worldcat.org/fast/1006724;http://id.worldcat.org/fast/1411636
Manichaeism,,Manichaeism,http://id.worldcat.org/fast/1007716
Manichaeism--Early works to 1800,,Manichaeism|Early works,http://id.worldcat.org/fast/1007716|http://id.worldcat.org/fast/1411636
Manners and customs,,Manners and customs,http://id.worldcat.org/fast/1007815
Manresa (Spain)--Social conditions,,Spain--Manresa|Social conditions,http://id.worldcat.org/fast/1209982|http://id.worldcat.org/fast/1919811
Mantua (Italy)--Economic conditions--16th century,,Italy--Mantua|Economic history|Sixteenth century,http://id.worldcat.org/fast/1204700|http://id.worldcat.org/fast/901974|http://id.worldcat.org/fast/1119851
Mantua (Italy)--History--16th century,,Italy--Mantua|History|Sixteenth century,http://id.worldcat.org/fast/1204700|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Manuscript maps,,Manuscript maps,http://id.worldcat.org/fast/1752677
Manuscript maps--Early works to 1800--Specimens,,Manuscript maps|Early works|Specimens,http://id.worldcat.org/fast/1752677|http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1423861
Manuscripts,,Manuscripts,http://id.worldcat.org/fast/1424060
"Manuscripts, Arabic",,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278
"Manuscripts, Arabic--New York (State)--New York",,"Manuscripts, Arabic;New York (State);New York (State)--New York",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1210280;http://id.worldcat.org/fast/1204333
"Manuscripts, French",,"Manuscripts, French",http://id.worldcat.org/fast/1008338
"Manuscripts, French--Oregon--Eugene",,"Manuscripts, French;Oregon;Oregon--Eugene",http://id.worldcat.org/fast/1008338;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922
"Manuscripts, German",,"Manuscripts, German",http://id.worldcat.org/fast/1008346
"Manuscripts, German--Oregon--Eugene",,"Manuscripts, German;Oregon;Oregon--Eugene",http://id.worldcat.org/fast/1008346;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922
"Manuscripts, Hebrew",,"Manuscripts, Hebrew",http://id.worldcat.org/fast/1008360
"Manuscripts, Latin (Medieval and modern)",,"Manuscripts, Latin (Medieval and modern)",http://id.worldcat.org/fast/1008399
"Manuscripts, Latin (Medieval and modern)--Massachusetts--Northampton.",,"Manuscripts, Latin (Medieval and modern)|Massachusetts|Massachusetts--Northampton",http://id.worldcat.org/fast/1008399|http://id.worldcat.org/fast/1204307|http://id.worldcat.org/fast/1206054
"Manuscripts, Latin (Medieval and modern)--Oregon--Eugene",,"Manuscripts, Latin (Medieval and modern);Oregon;Oregon--Eugene",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922
"Manuscripts, Medieval",,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422
"Manuscripts, Medieval--France--15th century.",,"Manuscripts, Medieval|France|Fifteenth century",http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1204289|http://id.worldcat.org/fast/923962
"Manuscripts, Medieval--Germany--13th century.",,"Manuscripts, Medieval|Germany|Thirteenth century",http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1210272|http://id.worldcat.org/fast/1150138
"Manuscripts, Medieval--Italy--16th century.",,"Manuscripts, Medieval|Italy|Sixteenth century",http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1119851
"Manuscripts, Medieval--Oregon--Eugene",,"Manuscripts, Medieval;Oregon;Oregon--Eugene",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922
"Manuscripts, Persian",,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462
"Manuscripts, Persian--New York (State)--New York",,"Manuscripts, Persian;New York (State);New York (State)--New York",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1210280;http://id.worldcat.org/fast/1204333
"Manuscripts, Turkish",,"Manuscripts, Turkish",http://id.worldcat.org/fast/1008521
"Manuscripts, Turkish--New York (State)--New York",,"Manuscripts, Turkish;New York (State);New York (State)--New York",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1210280;http://id.worldcat.org/fast/1204333
Manuscripts--Oregon--Eugene,,Manuscripts;Oregon;Oregon--Eugene,http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922
Maritime law,,Maritime law,http://id.worldcat.org/fast/1010102
Maritime law--Italy,,Maritime law|Italy,http://id.worldcat.org/fast/1010102|http://id.worldcat.org/fast/1204565
"Markets--Islamic countries--Handbooks, manuals, etc",,Markets;Islamic countries;Handbooks and manuals,http://id.worldcat.org/fast/1010316;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1423877
Marriage,,Marriage,http://id.worldcat.org/fast/1010443
Marriage (Roman law),,Marriage (Roman law),http://id.worldcat.org/fast/1010556
"Marriage customs and rites, Medieval",,"Marriage customs and rites, Medieval",http://id.worldcat.org/fast/1010603
"Marriage customs and rites, Medieval--France--Sources",,"Marriage customs and rites, Medieval|France|Sources",http://id.worldcat.org/fast/1010603|http://id.worldcat.org/fast/1204289|http://id.worldcat.org/fast/1423900
Marriage law,,Marriage law,http://id.worldcat.org/fast/1010611
Marriage law--Italy,,Marriage law|Italy,http://id.worldcat.org/fast/1010611|http://id.worldcat.org/fast/1204565
Marriage--England--Early works to 1800,,Marriage|England|Early works,http://id.worldcat.org/fast/1010443|http://id.worldcat.org/fast/1219920|http://id.worldcat.org/fast/1411636
Marriage--Italy,,Marriage|Italy,http://id.worldcat.org/fast/1010443|http://id.worldcat.org/fast/1204565
Marriage--Italy--Florence,,Marriage|Italy|Italy--Florence,http://id.worldcat.org/fast/1010443|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204699
Marriage--Religious aspects--Christianity,,Marriage--Religious aspects--Christianity,http://id.worldcat.org/fast/1010496
Marriage--Religious aspects--Christianity--Early works to 1800,,Marriage--Religious aspects;Christianity;Early works,http://id.worldcat.org/fast/1010485;http://id.worldcat.org/fast/859599;http://id.worldcat.org/fast/1411636
Marriage--Religious aspects--Islam--Early works to 1800,,Marriage--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/1010485;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
Marsala (Italy),,Italy--Marsala,http://id.worldcat.org/fast/1204810
Marseille (France)--History,,France--Marseille|History,http://id.worldcat.org/fast/1206417|http://id.worldcat.org/fast/1411628
Martyrdom (Christianity) in literature,,Martyrdom in literature,http://id.worldcat.org/fast/1010914
Masorah,,Masorah,http://id.worldcat.org/fast/1011180
Mass,,Mass,http://id.worldcat.org/fast/1011191
Mass--Early works to 1800,,Mass|Early works,http://id.worldcat.org/fast/1011191|http://id.worldcat.org/fast/1411636
Materia medica,,Materia medica,http://id.worldcat.org/fast/1011707
"Materia medica, Vegetable",,"Materia medica, Vegetable",http://id.worldcat.org/fast/1011725
"Materia medica, Vegetable--Early works to 1800",,"Materia medica, Vegetable;Early works",http://id.worldcat.org/fast/1011725;http://id.worldcat.org/fast/1411636
Materia medica--Early works to 1800,,Materia medica;Early works,http://id.worldcat.org/fast/1011707;http://id.worldcat.org/fast/1411636
Mathematical recreations,,Mathematical recreations,http://id.worldcat.org/fast/1012120
Mathematical recreations--Early works to 1800,,Mathematical recreations;Early works,http://id.worldcat.org/fast/1012120;http://id.worldcat.org/fast/1411636
Mathematics,,Mathematics,http://id.worldcat.org/fast/1012163
"Mathematics, Arab",,"Mathematics, Arab",http://id.worldcat.org/fast/1012356
"Mathematics, Arab--Early works to 1800",,"Mathematics, Arab;Early works",http://id.worldcat.org/fast/1012356;http://id.worldcat.org/fast/1411636
"Mathematics, Greek",,"Mathematics, Greek",http://id.worldcat.org/fast/1012363
"Mathematics, Greek--Translations into Arabic",,"Mathematics, Greek",http://id.worldcat.org/fast/1012363
Mathematics--Early works to 1800,,Mathematics;Early works,http://id.worldcat.org/fast/1012163;http://id.worldcat.org/fast/1411636
Mecca (Saudi Arabia)--Pictorial works,,Saudi Arabia--Mecca;Pictorial works,http://id.worldcat.org/fast/1204780;http://id.worldcat.org/fast/1423874
Mechanics,,Mechanics,http://id.worldcat.org/fast/1013446
Mechanics--Early works to 1800,,Mechanics|Early works,http://id.worldcat.org/fast/1013446|http://id.worldcat.org/fast/1411636
Medea (Greek mythology),,"Medea, consort of Aegeus, King of Athens (Mythological character)",http://id.worldcat.org/fast/1013568
Medical astrology,,Medical astrology,http://id.worldcat.org/fast/1013741
Medical astrology--Early works to 1800,,Medical astrology|Early works,http://id.worldcat.org/fast/1013741|http://id.worldcat.org/fast/1411636
Medicinal plants,,Medicinal plants,http://id.worldcat.org/fast/1014866
Medicinal plants--Early works to 1800,,Medicinal plants;Early works,http://id.worldcat.org/fast/1014866;http://id.worldcat.org/fast/1411636
Medicine,,Medicine,http://id.worldcat.org/fast/1014893
"Medicine, Arab",,"Medicine, Arab",http://id.worldcat.org/fast/1015186
"Medicine, Ayurvedic",,"Medicine, Ayurvedic",http://id.worldcat.org/fast/1015196
"Medicine, Greek and Roman",,"Medicine, Greek and Roman",http://id.worldcat.org/fast/1015251
"Medicine, Greek and Roman--Early works to 1800",,"Medicine, Greek and Roman|Early works",http://id.worldcat.org/fast/1015251|http://id.worldcat.org/fast/1411636
"Medicine, Magic, mystic, and spagiric",,"Medicine, Magic, mystic, and spagiric",http://id.worldcat.org/fast/1015272
"Medicine, Magic, mystic, and spagiric--Early works to 1800",,"Medicine, Magic, mystic, and spagiric|Early works",http://id.worldcat.org/fast/1015272|http://id.worldcat.org/fast/1411636
"Medicine, Medieval",,"Medicine, Medieval",http://id.worldcat.org/fast/1015277
"Medicine, Persian",,"Medicine, Persian",http://id.worldcat.org/fast/1015308
"Medicine, Persian--Early works to 1800",,"Medicine, Persian;Early works",http://id.worldcat.org/fast/1015308;http://id.worldcat.org/fast/1411636
Medicine--Early works to 1800,,Medicine;Early works,http://id.worldcat.org/fast/1014893;http://id.worldcat.org/fast/1411636
"Medicine--Formulae, receipts, prescriptions",,"Medicine--Formulae, receipts, prescriptions",http://id.worldcat.org/fast/1014953
"Medicine--Formulae, receipts, prescriptions--Early works to 1800",,"Medicine--Formulae, receipts, prescriptions;Early works",http://id.worldcat.org/fast/1014953;http://id.worldcat.org/fast/1411636
Medicine--History,,Medicine|History,http://id.worldcat.org/fast/1014893|http://id.worldcat.org/fast/1411628
Medicine--Study and teaching,,Medicine--Study and teaching,http://id.worldcat.org/fast/1015121
Medicine--Study and teaching--16th century,,Medicine--Study and teaching|Sixteenth century,http://id.worldcat.org/fast/1015121|http://id.worldcat.org/fast/1119851
Medicine--Turkey--Early works to 1800,,Medicine;Turkey;Early works,http://id.worldcat.org/fast/1014893;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1411636
Medina (Saudi Arabia)--Pictorial works,,Saudi Arabia--Medina;Pictorial works,http://id.worldcat.org/fast/1213531;http://id.worldcat.org/fast/1423874
Meditations,,Meditations,http://id.worldcat.org/fast/1423849
Meditations--Early works to 1800,,Meditations|Early works,http://id.worldcat.org/fast/1423849|http://id.worldcat.org/fast/1411636
Mediterranean Region,,Mediterranean Region,http://id.worldcat.org/fast/1239752
Mediterranean Sea,,Mediterranean Sea,http://id.worldcat.org/fast/1239753
Mediterranean Sea--Navigation,,Mediterranean Sea|Navigation,http://id.worldcat.org/fast/1239753|http://id.worldcat.org/fast/1035085
Meistersinger,,Meistersinger,http://id.worldcat.org/fast/1015616
Memory,,Memory,http://id.worldcat.org/fast/1015913
Memory--Early works to 1800,,Memory|Early works,http://id.worldcat.org/fast/1015913|http://id.worldcat.org/fast/1411636
Merchants,,Merchants,http://id.worldcat.org/fast/1017057
Merchants--France--Toulouse,,Merchants|France|France--Toulouse,http://id.worldcat.org/fast/1017057|http://id.worldcat.org/fast/1204289|http://id.worldcat.org/fast/1206080
Merchants--Italy,,Merchants;Italy,http://id.worldcat.org/fast/1017057;http://id.worldcat.org/fast/1204565
Mercy,,Mercy,http://id.worldcat.org/fast/1017156
Mercy--Early works to 1800,,Mercy|Early works,http://id.worldcat.org/fast/1017156|http://id.worldcat.org/fast/1411636
Metaphysics,,Metaphysics,http://id.worldcat.org/fast/1018304
Metaphysics--Early works to 1800,,Metaphysics;Early works,http://id.worldcat.org/fast/1018304;http://id.worldcat.org/fast/1411636
Meteorology,,Meteorology,http://id.worldcat.org/fast/1018441
Meteorology--Early works to 1800,,Meteorology|Early works,http://id.worldcat.org/fast/1018441|http://id.worldcat.org/fast/1411636
Metz (France)--History,,France--Metz|History,http://id.worldcat.org/fast/1206078|http://id.worldcat.org/fast/1411628
Mexico,,Mexico,http://id.worldcat.org/fast/1211700
Middle East,,Middle East,http://id.worldcat.org/fast/1241586
Middle East--Description and travel,,Middle East|Voyages and travels,http://id.worldcat.org/fast/1241586|http://id.worldcat.org/fast/1169308
Milan (Italy)--Economic conditions,,Italy--Milan|Economic history,http://id.worldcat.org/fast/1208698|http://id.worldcat.org/fast/901974
Milan (Italy)--History--14th century,,Italy--Milan|History|Fourteenth century,http://id.worldcat.org/fast/1208698|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/933420
Milan (Italy)--History--15th century,,Italy--Milan|History|Fifteenth century,http://id.worldcat.org/fast/1208698|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Milan (Italy)--History--To 1535,,Italy--Milan|History,http://id.worldcat.org/fast/1208698|http://id.worldcat.org/fast/1411628
Military art and science,,Military art and science,http://id.worldcat.org/fast/1020874
Military art and science--Early works to 1800,,Military art and science;Early works,http://id.worldcat.org/fast/1020874;http://id.worldcat.org/fast/1411636
Military religious orders,,Military religious orders,http://id.worldcat.org/fast/1021435
Military religious orders--France,,Military religious orders|France,http://id.worldcat.org/fast/1021435|http://id.worldcat.org/fast/1204289
Military weapons,,Military weapons,http://id.worldcat.org/fast/1021577
Mills and mill-work,,Mills and mill-work,http://id.worldcat.org/fast/1021870
Mills and mill-work--Early works to 1800,,Mills and mill-work;Early works,http://id.worldcat.org/fast/1021870;http://id.worldcat.org/fast/1411636
Mints,,Mints,http://id.worldcat.org/fast/1023501
Mints--Italy,,Mints|Italy,http://id.worldcat.org/fast/1023501|http://id.worldcat.org/fast/1204565
Mirabella Eclano (Italy)--Politics and government,,Italy--Mirabella Eclano|Politics and government,http://id.worldcat.org/fast/1217275|http://id.worldcat.org/fast/1919741
Misogyny,,Misogyny,http://id.worldcat.org/fast/1023668
Misogyny--Early works to 1800,,Misogyny|Early works,http://id.worldcat.org/fast/1023668|http://id.worldcat.org/fast/1411636
Missals,,Missals,http://id.worldcat.org/fast/1023680
Missals--Specimens,,Missals|Specimens,http://id.worldcat.org/fast/1023680|http://id.worldcat.org/fast/1423861
Missals--Texts,,Missals|Texts,http://id.worldcat.org/fast/1023680|http://id.worldcat.org/fast/1423705
Missions,,Missions,http://id.worldcat.org/fast/1023771
Missions--Latin America--Early works to 1800,,Missions|Latin America|Early works,http://id.worldcat.org/fast/1023771|http://id.worldcat.org/fast/1245945|http://id.worldcat.org/fast/1411636
Mnemonics,,Mnemonics,http://id.worldcat.org/fast/1024177
Mnemonics--Early works to 1800,,Mnemonics|Early works,http://id.worldcat.org/fast/1024177|http://id.worldcat.org/fast/1411636
Monarchy,,Monarchy,http://id.worldcat.org/fast/1025055
Monarchy--France--Early works to 1800,,Monarchy|France|Early works,http://id.worldcat.org/fast/1025055|http://id.worldcat.org/fast/1204289|http://id.worldcat.org/fast/1411636
Monasteries,,Monasteries,http://id.worldcat.org/fast/1025070
Monasteries--Italy,,Monasteries|Italy,http://id.worldcat.org/fast/1025070|http://id.worldcat.org/fast/1204565
Monastic and religious life,,Monastic and religious life,http://id.worldcat.org/fast/1025101
Monastic and religious life of women,,Monastic and religious life of women,http://id.worldcat.org/fast/1025119
Monastic and religious life of women--Early works to 1800,,Monastic and religious life of women|Early works,http://id.worldcat.org/fast/1025119|http://id.worldcat.org/fast/1411636
Monastic and religious life of women--Liturgy,,Monastic and religious life of women|Liturgics,http://id.worldcat.org/fast/1025119|http://id.worldcat.org/fast/1000579
Monastic and religious life--Early works to 1800,,Monastic and religious life|Early works,http://id.worldcat.org/fast/1025101|http://id.worldcat.org/fast/1411636
"Monastic and religious life--History--Middle Ages, 600-1500",,Monastic and religious life|History|Middle Ages,http://id.worldcat.org/fast/1025101|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1020301
Monastic libraries,,Monastic libraries,http://id.worldcat.org/fast/1025124
Monastic libraries--Austria--Lambach (Upper Austria),,Monastic libraries|Austria|Austria--Lambach (Upper Austria),http://id.worldcat.org/fast/1025124|http://id.worldcat.org/fast/1204901|http://id.worldcat.org/fast/1319007
Monasticism and religious orders,,Monasticism and religious orders,http://id.worldcat.org/fast/1025128
Monasticism and religious orders for women,,Monasticism and religious orders for women,http://id.worldcat.org/fast/1025166
Monasticism and religious orders for women--Early works to 1800,,Monasticism and religious orders for women|Early works,http://id.worldcat.org/fast/1025166|http://id.worldcat.org/fast/1411636
Monasticism and religious orders for women--History--Early works to 1800,,Monasticism and religious orders for women|History|Early works,http://id.worldcat.org/fast/1025166|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1411636
Monasticism and religious orders for women--Rules,,Monasticism and religious orders for women--Rules,http://id.worldcat.org/fast/1025182
Monasticism and religious orders--Early works to 1800,,Monasticism and religious orders|Early works,http://id.worldcat.org/fast/1025128|http://id.worldcat.org/fast/1411636
Monasticism and religious orders--Germany--Bavaria,,Monasticism and religious orders|Germany|Germany--Bavaria,http://id.worldcat.org/fast/1025128|http://id.worldcat.org/fast/1210272|http://id.worldcat.org/fast/1211843
"Monasticism and religious orders--History--Middle Ages, 600-1500",,Monasticism and religious orders|History|Middle Ages,http://id.worldcat.org/fast/1025128|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1020301
Monasticism and religious orders--Middle Ages,,Monasticism and religious orders--Middle Ages,http://id.worldcat.org/fast/1907095
Monasticism and religious orders--Privileges and immunities,,Monasticism and religious orders|Privileges and immunities,http://id.worldcat.org/fast/1025128|http://id.worldcat.org/fast/1774297
Monasticism and religious orders--Rules,,Monasticism and religious orders--Rules,http://id.worldcat.org/fast/1025158
Monasticism and religious orders--Rules--Early works to 1800,,Monasticism and religious orders--Rules|Early works,http://id.worldcat.org/fast/1025158|http://id.worldcat.org/fast/1411636
Monasticism and religious orders--Taxation,,Monasticism and religious orders|Taxation,http://id.worldcat.org/fast/1025128|http://id.worldcat.org/fast/1143876
Money,,Money,http://id.worldcat.org/fast/1025265
Money--Early works to 1800,,Money|Early works,http://id.worldcat.org/fast/1025265|http://id.worldcat.org/fast/1411636
Monochord,,Monochord,http://id.worldcat.org/fast/1025544
Monochord--Early works to 1800,,Monochord|Early works,http://id.worldcat.org/fast/1025544|http://id.worldcat.org/fast/1411636
Monselice (Italy)--Economic conditions--Early works to 1800,,Italy--Monselice|Economic history|Early works,http://id.worldcat.org/fast/1207323|http://id.worldcat.org/fast/901974|http://id.worldcat.org/fast/1411636
Monselice (Italy)--History--16th century,,Italy--Monselice|History|Sixteenth century,http://id.worldcat.org/fast/1207323|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Monselice (Italy)--History--17th century,,Italy--Monselice|History|Seventeenth century,http://id.worldcat.org/fast/1207323|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1113663
Montaione (Italy)--History--14th century,,Italy--Montaione|History|Fourteenth century,http://id.worldcat.org/fast/1301350|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/933420
Montaione (Italy)--History--15th century,,Italy--Montaione|History|Fifteenth century,http://id.worldcat.org/fast/1301350|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Montaione (Italy)--Rural conditions,,Italy--Montaione|Rural conditions,http://id.worldcat.org/fast/1301350|http://id.worldcat.org/fast/1101474
Montalcino (Italy)--History--16th century,,Italy--Montalcino|History|Sixteenth century,http://id.worldcat.org/fast/1222850|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Montale (Italy)--History,,Italy--Montale|History,http://id.worldcat.org/fast/1203454|http://id.worldcat.org/fast/1411628
Montecatini Terme (Italy)--History--15th century,,Italy--Montecatini Terme|History|Fifteenth century,http://id.worldcat.org/fast/1208464|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Montecatini Terme (Italy)--History--16th century,,Italy--Montecatini Terme|History|Sixteenth century,http://id.worldcat.org/fast/1208464|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Montemarciano (Italy)--History--16th century,,Italy--Montemarciano|History|Sixteenth century,http://id.worldcat.org/fast/1264962|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Monterubbiano (Italy)--History--15th century,,History|Fifteenth century,http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Monterubbiano (Italy)--Politics and government--15th century,,Politics and government|Fifteenth century,http://id.worldcat.org/fast/1919741|http://id.worldcat.org/fast/923962
Monthey (Switzerland),,Switzerland--Monthey,http://id.worldcat.org/fast/1231241
Monticchiello (Italy)--History--13th century,,Italy--Monticchiello|History|Thirteenth century,http://id.worldcat.org/fast/1213850|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1150138
Monticchiello (Italy)--History--14th century,,Italy--Monticchiello|History|Fourteenth century,http://id.worldcat.org/fast/1213850|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/933420
Moral exhortation--Early works to 1800,,Moral exhortation;Early works,http://id.worldcat.org/fast/1741190;http://id.worldcat.org/fast/1411636
Morbecque (France),,France--Morbecque,http://id.worldcat.org/fast/1233858
Moriscos,,Moriscos,http://id.worldcat.org/fast/1026209
Moriscos--Spain--Valencia,,Moriscos|Spain|Spain--Valencia,http://id.worldcat.org/fast/1026209|http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/1204165
Morocco,,Morocco,http://id.worldcat.org/fast/1205592
Morocco--Description and travel--Early works to 1800,,Morocco|Voyages and travels|Early works,http://id.worldcat.org/fast/1205592|http://id.worldcat.org/fast/1169308|http://id.worldcat.org/fast/1411636
Mortgages,,Mortgages,http://id.worldcat.org/fast/1026642
Mortgages--Italy--Early works to 1800,,Mortgages|Italy|Early works,http://id.worldcat.org/fast/1026642|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1411636
Mugello Valley (Italy)--History--15th century,,Italy--Mugello Valley|History|Fifteenth century,http://id.worldcat.org/fast/1240684|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Music,,Music,http://id.worldcat.org/fast/1030269
Music theory,,Music theory,http://id.worldcat.org/fast/1030620
Music theory--Arab countries--Early works to 1800,,Music theory;Arab countries;Early works,http://id.worldcat.org/fast/1030620;http://id.worldcat.org/fast/1240128;http://id.worldcat.org/fast/1411636
Music theory--Early works to 1800,,Music theory|Early works,http://id.worldcat.org/fast/1030620|http://id.worldcat.org/fast/1411636
Music theory--History--500-1400,,Music theory|History,http://id.worldcat.org/fast/1030620|http://id.worldcat.org/fast/1411628
"Music, Greek and Roman",,"Music, Greek and Roman",http://id.worldcat.org/fast/1030666
"Music, Greek and Roman--Early works to 1800",,"Music, Greek and Roman|Early works",http://id.worldcat.org/fast/1030666|http://id.worldcat.org/fast/1411636
Music--Early works to 1800,,Music;Early works,http://id.worldcat.org/fast/1030269;http://id.worldcat.org/fast/1411636
Music--Manuscripts,,Music--Manuscripts,http://id.worldcat.org/fast/1030385
Muslim pilgrims and pilgrimages--Iraq--Karbalāʼ--Early works to 1800,,Muslim pilgrims and pilgrimages;Iraq;Iraq--Karbalāʼ;Early works,http://id.worldcat.org/fast/1030970;http://id.worldcat.org/fast/1205757;http://id.worldcat.org/fast/1232324;http://id.worldcat.org/fast/1411636
Muslims--Biography,,Muslims--Biography,http://id.worldcat.org/fast/1031033
Muslims--Biography--Early works to 1800,,Muslims--Biography|Early works,http://id.worldcat.org/fast/1031033|http://id.worldcat.org/fast/1411636
Muslims--Conduct of life--Early works to 1800,,Muslims--Conduct of life|Early works,http://id.worldcat.org/fast/1031037|http://id.worldcat.org/fast/1411636
"Mysteries and miracle-plays, French",,"Mysteries and miracle-plays, French",http://id.worldcat.org/fast/1031599
Mysticism,,Mysticism,http://id.worldcat.org/fast/1031629
Mysticism--Catholic Church,,Mysticism--Catholic Church,http://id.worldcat.org/fast/1751754
Mysticism--Catholic Church--Early works to 1800,,Mysticism--Catholic Church|Early works,http://id.worldcat.org/fast/1751754|http://id.worldcat.org/fast/1411636
Mysticism--Early works to 1800,,Mysticism|Early works,http://id.worldcat.org/fast/1031629|http://id.worldcat.org/fast/1411636
Mysticism--Islam,,Mysticism--Islam,http://id.worldcat.org/fast/1031643
Naples (Italy)--Economic conditions,,Italy--Naples|Economic history,http://id.worldcat.org/fast/1204441|http://id.worldcat.org/fast/901974
Naples (Italy)--History--15th century,,Italy--Naples|History|Fifteenth century,http://id.worldcat.org/fast/1204441|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Naples (Italy)--History--16th century,,Italy--Naples|History|Sixteenth century,http://id.worldcat.org/fast/1204441|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Naples (Italy)--History--To 1503,,Italy--Naples|History,http://id.worldcat.org/fast/1204441|http://id.worldcat.org/fast/1411628
