title_as_recorded,title_as_recorded_agr,QID,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Hastāmalakagranthaṭīkā,हस्तामलकग्रन्थटीका,,,,,,,
Mṛtyuñjayavidhāna,मृत्युञ्जयविधान,,,,,,,
Śrībhāgavate Bhāvārthadīpikāyāṃ Śrīdharasvāmīviracitāyām tṛtīyskandhe,श्रीभागवते भावार्थदीपिकायां श्रीधरस्वामिविरचितायां तृतीयस्कन्धे,,Puranas,पुराण,,,Puranas,Q27588
Pārthivaliṅgārcanapaddhati,,,,,,,,
Kṛtvaratnāvalī,कृत्वरत्नावली,,,,,,,
Praśnotrī,प्रश्नोत्री,,,,,,,
Pratyaṅgirāstotra,,,Tantras,,,,Tantras,Q27776
Saṃvatsaranāmaparijñāna,संवत्सरनामपरिज्ञान,,,,,,,
Śrutabodha,श्रुतबोध,,,,,,,
Ṛtuśānti,ऋतुशान्ति,,,,,,,
Prājāpatyādikṛcchrapratyāmnāyā,फ्राजापत्यादिकृच्छ्रप्रत्याम्नाया,,,,,,,
Siddhāntaratnākara,सिद्धान्तरत्नाकर,,,,,,,
Bhuvaneśvarīstotramantra,भुवनेश्वरीस्तोत्रमन्त्र,,,,Stotras,Q76780,,
Upaśamaprakaraṇa,उपशमप्रकरण,,Yogavāsiṣṭha,,,,Yogavāsiṣṭha,Q27810
Sūryavrata,सूर्यव्रत,,Puranas,,,,Puranas,Q27588
Prabodhacandrikā,प्रबोधचन्द्रिका,,,,,,,
Dīpasthāna,दीपस्थान,,,,,,,
Mahistotravivṛtti,महिस्तोत्रविवृत्ति,,,,Stotras,Q76780,,
Yajñopavīta,यज्ञोपवीत,,,,Hindu ritual text,Q76765,,
Durjanamukhacapeṭikā,दुर्जनमुखचपचपेटिका,,,,Durjanamukhacapeṭikā,Q76801,,
Bhaumastotra,भौमस्तोत्र,,Puranas,,,,Puranas,Q27588
Vijñānavinodinīṭīkā,विज्ञानविनोदिनीटीका,,,,,,,
Gaṅgāṣṭakastotra,गङ्गाष्टकस्तोत्र,,,,Stotras,Q76780,,
Rāmasahasranāmastotra,रामसहस्रनामस्तोत्र,,Puranas,,,,Puranas,Q27588
Śāstrasiddhāntaleśasaṃgraha,शास्त्रसिद्धान्तलेशसंग्रह,,,,,,,
Mṛtyuñjayajapavidhāna,मृत्युञ्जयजपविधान,,,,,,,
Śrībhāgavate bhāvārthadīpikāyāṃ Śrīdharasvāmiviracitāyāṃ navamaskandhe caturviṃśo'dhyāyaḥ,श्रीभागवते भावार्थदीपिकायां श्रीदरस्वामिविराचितायां नवमस्कन्धे चतुर्विंशो'ध्यायः,,Puranas,पुराण,,,Puranas,Q27588
Sāmānyakroḍapattra,सामान्यक्रोडपत्त्र,,,,,,,
Kaṭhopaniṣad,कठोपनिषद्,,Upanishads,,,,Upanishads,Q27718
Prātaḥsaṃdhyā,प्रातःसंध्या,,,,,,,
Rudra,रुद्र,,Vedas,,,,Vedas,Q27715
Mahimnaḥstava,महिम्नःस्तव,,,,Mahimnaḥstava,Q27599,,
Ṛṣipañcamī,ऋषिपञ्चमी,Q27588,,,Puranas,Q27588,,
Paṅcakatripādaśānti,पङ्चकत्रिपादशान्ति,,,,,,,
Jyotiṣṭoma,ज्योतिष्टोम,,,,,,,
Jīvanmuktisādhana,जीवन्मुक्तिसाधन,,,,,,,
Lakṣmyāṣṭakastotra,लक्ष्म्याष्टकस्तोत्र,,,,Stotras,Q76780,,
Sopānapañcakastotra,सोपानपञ्चकस्तोत्र,,,,Stotras,Q76780,,
Pañcamīpūjāvidhi,पञ्चमीपूजाविधि,,,,,,,
Mṛgale khārī copaī,मृगले खारीचोपई,,,,,,,
Adhyātmarāmāyaṇa yuddhakāṇḍa,अध्यात्मरामायण युद्धकाण्ड,,Puranas,,,,Puranas,Q27588
Nañvāda,नञ्वाद,,,,,,,
Maṇḍaladevatāpūjana,मण्डलदेवतापूजन,,,,Hindu religious manual,Q76774,,
Gaṅgāsnānaviddhi,गङ्गास्नानविद्धि,,,,,,,
Svaprakāśarahasya,स्वप्रकाशरहस्य,,Māthurī,,,,Māthurī,Q27529
Aduḥkhanavamīkathā,अदुःखनवमीकथा,,Puranas,,,,Puranas,Q27588
Pakṣatārahasya,पक्षतारहस्य,,,,,,,
Vṛddhayavana,वृद्धयवन,,,,,,,
Siddhasiddhāntapaddhati,सिद्धसिद्धान्तपद्धति,,,,,,,
Taittirīya śākhā tṛtīyāṣṭaka,तैत्तिरीयशाखा तृतीयाष्टक,,Vedas,,,,Vedas,Q27715
Pañcāṅgasiddhi,पञ्चाङ्गसिद्धि,,,,,,,
Jvaraśānti,ज्वरशान्ति,,,,,,,
Brahmayajñaprayoga,ब्रह्मयज्ञप्रयोग,,,,Vedic text,Q76773,,
Jaiminisūtra,जैमिनिसूत्र,,Jaiminisūtra,,,,Jaiminisūtra,Q27711
Ātmapurāṇa,आत्मपुराण,,,,Puranas,Q27588,,
Dvādaśarāśisvarūpa,द्वादशराशिस्वरूप,,,,,,,
Nārāyaṇa upaniṣad,नारायण उपनिषद्,,Upanishads,,,,Upanishads,Q27718
Citradīpa,चित्रदीप,,Pañcadaśī,,,,Pañcadaśī,Q27684
Āśvalāyanaśrautasūtra,आश्वलायनश्रौतसूत्र,,Āśvalāyanaśrautasūtra,,,,Āśvalāyanaśrautasūtra,Q27534
Puranas,पुराण,,Puranas,पुराण,,,Puranas,Q27588
Tattvaviveka,तत्त्वविवेक,,Vedāntatattvaviveka,,,,Vedāntatattvaviveka,Q27565
Kuṭasthadīpa,कुटस्थदीप,,Pañcadaśī,,,,Pañcadaśī,Q27684
Ṛgāhnikacandrikā,ऋगाह्निकचन्द्रिका,,,,,,,
Śāṇḍilyopaniṣad,शाण्डिल्योपनिषद्,,Upanishads,,,,Upanishads,Q27718
Yatidharmaprakāśa,यतिधर्मप्रकाश,,,,,,,
Tṛcakalpoktārghyapradānam,,,,,,,,
Śaunakagrantha,शौनकग्रन्थ,,,,,,,
Sāvitrakāṭhakacayanaprayoga,सावित्रकाठकचयनप्रयोग,,,,Hindu ritual text,Q76765,,
Yoginīdaśā,,,Tantras,,,,Tantras,Q27776
Spandakārikā,,,Spandakārikā,,,,Spandakārikā,Q27833
Rāmakṛṣṇavilomakāvya ṭippaṇa,रामकृष्णविलोमकाव्य,,,,,,,
Śatarudrīya,,,,,,,,
Viṣṇulaharī,विष्णुलहरी,,,,,,,
Naiṣadīyaprakāśa sarga 11,नैषदीयप्रकाश सर्ग ११,,,,,,,
Darśapūrṇamāsahautraprayoga,दर्शपूर्णमासहौत्रप्रयोग,,,,Hindu ritual text,Q76765,,
Saptaśatīvyavahāra,सप्तशतीव्यवहार,,,,,,,
Vedāntasāraṭīkā,वेदान्तसारटीका,,,,,,,
Rāmāyaṇasāra,रामायणसार,,,,,,,
Darśapūrṇamāsaprayoga,दर्शपूर्णमासप्रयोग,,,,Vedic text,Q76773,,
Rāmamānasapūjā,,,Pāñcarātra,,,,Pāñcarātra,Q27765
Strījātaka,स्त्रीजातक,,,,,,,
Oṃ gaṃ,ओं गं,,,,,,,
Muhūrttānāntusarvasva,मुहूर्त्तानान्तुसर्वस्व,,,,,,,
Saṃjīvanī sarga 11,संजीवनी सर्ग ११,,Sañjīvanī (Raghuvaṃśa),,,,Sañjīvanī (Raghuvaṃśa),Q27685
Muktāvalīṭīkā,मुक्तावलीटीका,,,,,,,
Golādhyāya,गोलाध्याय,,,,,,,
Sumukhīmātaṃgīkavaca,सुमुखीमातंगीकवच,,Tantras,,,,Tantras,Q27776
Kūṭasthadīpa,कूटस्थदीप,,Pañcadaśī,,,,Pañcadaśī,Q27684
Akṣaracintāmaṇi,अक्षरचिन्तामणि,,,,,,,
Rāsakrīḍā,रासक्रीडा,,Puranas,पुराण,,,Puranas,Q27588
Daśarathalalitāvratodyāpana,दशरथललिताव्रतोद्यापन,,,,,,,
Kirātārjunīya,घण्टापथ,,Kirātārjunīya,,,,Kirātārjunīya,Q27768
Waijayantaya,,,,,,,,
Prayāgamāhātmya,प्रयागमाहात्म्य,,Puranas,,,,Puranas,Q27588
Brahmopaniṣad,ब्रह्मोपनिषद्,,,,Upanishads,Q27188,,
Saṃnyāsagrahaṇavidhi,संन्यासग्रहणविधि,,,,,,,
Praśnottarākṣamaṇiratnamālā,प्रश्नोत्तराक्षमणिरत्नमाला,,,,,,,
Rāmvinoda,रामविनोद,,,,,,,
Paribhāṣenducandrikā,परिभाषेन्दुचन्द्रिका,,,,,,,
Chandograntha,छन्दोग्रन्थ,,,,,,,
Cayanaprayoga,चयनप्रयोग,,,,Hindu ritual text,Q76765,,
Ślokapañcāsīkā,श्लोकपञ्चासिक,,Caurapañcāśikā,,,,Caurapañcāśikā,Q27683
Agnirvaidevānāmavamo viṣṇuḥ,अग्निर्वैदेवानामवमो विष्णुः,,Brahmanas,,,,Brahmanas,Q27806
Yajñavaibhakhaṃḍa,यज्ञवैभखण्ड,,Puranas,,,,Puranas,Q27588
Kāthakalpalatākaviśikṣāvṛtti,काव्यकल्पलताकविशिक्षावृत्ति,,Kāvyakalpalatāvr̥tti,,,,Kāvyakalpalatāvr̥tti,Q27716
Ghaṇṭāpatha,घण्टापथ,,,,Ghaṇṭāpatha,Q27639,,
Dīpavyākaraṇa,दीपव्याकरण,,,,,,,
Cityupaniṣad,चित्युपनिषद्,,Aranyakas,,,,Aranyakas,Q27607
Lakṣmīstotra,लक्ष्मीस्तोत्र,Q27588,,,Puranas,Q27588,,
Sāṃkhyatattvakaumudī,सांख्यतत्त्वकौमुदी,,,,,,,
Brahmakūrca,ब्रह्मकूर्च,,,,,,,
Chāndogyabhāṣyaṭīkā,छान्दोग्यभाष्यटीका,,,,,,,
Dvādaśīnirṇaya,द्वादशीनिर्णय,,,,,,,
Avyayārthaprakāśa,अव्ययार्थप्रकाश,,,,,,,
Govindastotra,गोविन्दस्तोत्र,,,,Stotras,Q76780,,
Baudhāyanadarśapūrṇamāsaprayoga,बौधायनदर्शपूर्णमासप्रयोग,,,,Hindu ritual text,Q76765,,
Caulaprayoga,चौलप्रयोग,,,,Hindu ritual text,Q76765,,
Anantamāhātmya,अनन्तमाहात्म्य,,,,,,,
Kāvyalaṃkāravṛtti,काव्यलंकारवृत्ति,,,,,,,
Avyayaprakaraṇa,अव्ययप्रकरण,,,,,,,
Caturthaparyāya,चतुर्थपर्याय,,,,,,,
Kanyasthakṛṣṇaveṇītirthavīdhīmahatmya,कन्यस्थकृष्णवेणीतिर्थवीधीमहत्म्य,,,,,,,
Bālātripurasundarīstotra,बालात्रिपुरसुंदरीस्तोत्र,,Tantras,,,,Tantras,Q27776
Mṛtyuñjayajapavidhāṇa,मृत्युञ्जयजपविधाण,,,,,,,
Nītiśataka,नीतिशतक,,,,,,,
Praśnabhairava,,,,,Praśnabhairava,Q27659,,
Ṛgvedasaṃhitā,ऋग्वेदसंहिता,,Vedas,,,,Vedas,Q27715
Gaṅgāsahasranāmastotra,गङ्गासहस्रनामस्तोत्र,,Puranas,,,,Puranas,Q27588
Mānavadharmaśāstra,मानवधर्मशास्त्र,,,,,,,
Prameyanavamālikā,प्रमेयनवमालिका,,,,,,,
Rāmapūrvatāpinīyopaniṣad,रामपूर्वतापिनीयोपनिषद्,,,,Hindu text,Q76770,,
Nāmaliṅgānuśāsana,नामलिङ्गानुशासन,,Amarakośa,,,,Amarakośa,Q27725
Mahābhāṣya,महाभाष्य,,,,Mahābhāṣya,Q76802,,
Śukrāstapūjāvidhi,शुक्रास्तपूजाविधि,,,,,,,
Śivāpāmārjana,शिवापामार्जन,,Puranas,,,,Puranas,Q27588
Naiṣadīyaprakāśa sarga 7,नैषदीयप्रकाश सर्ग ७,,,,,,,
Bhāgavatabhāvārthadīpikā,भागवतभावार्थदीपिका,,,,,,,
Jotiṣabālabodha,ज्योतिषबालबोध,,,,,,,
Rāmarakṣāmantra,रामरक्षामन्त्र,,,,,,,
Gītāmāhātmya,गीतामाहात्म्य,,Puranas,,,,Puranas,Q27588
Kokilāvrata,कोकिलाव्रत,,,,,,,
Nārāyaṇa,नारायण,,Upanishads,,,,Upanishads,Q27718
Rāmacandrika,रामचन्द्रिक,,,,Rāmacandrika,Q76803,,
Kumārasambhava,कुमारसम्भव,,,,Kumārasambhava,Q27566,,
Kaṭha,कठ,,Upanishads,,,,Upanishads,Q27718
Saṃkṣiptasāra,সংক্ষিপ্তসার,,,,,,,
Muktāvalīṭīkā,मुक्तावलीटीका,,Dinakarabhaṭṭīya,,,,Dinakarabhaṭṭīya,Q27790
Prasannarāghava,प्रसन्नराघव,,,,,,,
Nārāyaṇa atharvaśira,नारायण अथर्वशिर,,Upanishads,,,,Upanishads,Q27718
Vākyavṛtti,वाक्यवृत्ति,,,,Upanishads,Q27718,,
Pavamānasoma,पवमानसोम,,Vedas,,,,Vedas,Q27715
Bhagavadgītā,भगवद्गीता,,Bhagavadgītā,,,,Bhagavad Gita,Q27759
Puṇyāhavācana,पुण्याहवाचन,,,,,,,
Anusmṛti,अनुस्मृति,,Mahābhārata,महाभारत,,,Mahabharata,Q27688
Dhātupāṭha,धातुपाठ,,,,Dhatupatha,Q76804,,
Maṅgalāgaurīvratakathā,मङ्गलागौरीव्रतकथा,,Puranas,,,,Puranas,Q27588
Rāmarakṣāstotra,रामरक्षास्तोत्र,,,,Stotras,Q76780,,
Bhagavadgītāsaṭīkā,भगवद्गीतासटीका,,Bhagavadgītā,भगवद्गीता,,,Bhagavad Gita,Q27759
Dānamayūkha,दानमयूख,,Bhagavantabhāskara,,,,Bhagavantabhāskara,Q27849
Gaṇeśakathā,गणेशकथा,,,,,,,
Pṛthakprāmāṇyavāda anumānakhaṇḍa,पृथक्प्रामाण्यवाद अनुमानखण्ड,,,,,,,
Rudrapraśna,रुद्रप्रश्न,,,,,,,
Śārīkamīmāṃsābhāṣya,शारीकमीमांसाभाष्य,,,,,,,
Kapilaṣaṣṭhīvrata,कपिलषष्ठीव्रत,,,,,,,
Bhālacandrapūjā,भालचन्द्रपूजा,,Puranas,,,,Puranas,Q27588
Deśāntarasāriṇī,देशान्तरसारिणी,,,,,,,
Saptamāṣṭaka Prāraṃbhaḥ. Idam pustakam daśaputra gangādhareṇa likhitam,,,Vedas,,,,Vedas,Q27715
Ajaghaṭadhanvīkārya,अजघटधन्वीकार्य,,,,,,,
Vidhānapārijāta,विधानपारिजात,,,,,,,
Bilvopaniṣad,बिल्वोपनिषद्,,,,Hindu text,Q76770,,
Patañjaliyogaśāstra,पतञ्जलियोगशास्त्र,,,,,,,
Saṅghayaṇasūtra,सङ्घयणसूत्र,,,,,,,
Vaiśvadeva,,,,,,,,
Kālāgnirudropaniṣad dīpikā,कालाग्निरुद्रोपनिषद्दीपिका,,,,Commentary on Upanishads,Q76788,,
Cāturmāsyavratanirṇaya,चातुर्मास्यव्रतनिर्णय,Q27588,,,Puranas,Q27588,,
SiddhāntamuktāvalĪ,सिद्धान्तमुक्तावली,,,,,,,
Śrībhāgavate mahāpurāṇe ... Bhāvārthadīpikāyāṃ caturthaskandhe,श्रीभागवते महापुराणे ... भावार्थदीपिकायां चतुर्थस्कन्धे,,Puranas,पुराण,,,Puranas,Q27588
Ṣoḍaśopacāramudrā,षोडशोपचारमुद्रा,,,,,,,
Mahimnastotra,महिम्नस्तोत्र,,Mahimnaḥstava,,,,Mahimnaḥstava,Q27599
Kuntāpādhyāya,,,Vedas,,,,Vedas,Q27715
Varga,वर्ग,,,,,,,
Uttarajjhayaṇa,उत्तरज्झयण,,Jaina Āgama,,,,Jaina Āgama,Q27847
Svātmānandaprakārya,स्वात्मानन्दप्रकार्य,,,,,,,
Indrāya dvādaśanṛmedha,इन्द्रायद्वादशनृमेध,,,,,,,
Cāturmāsyahautraprayoga,चातुर्मास्यहौत्रप्रयोग,,,,Hindu ritual text,Q76765,,
Taittirīyakabhāṣyaṭīkā,तैत्तिरीयकभाष्यटीका,,,,,,,
Tulasīmāhātmya,तुलसीमाहात्म्य,,Puranas,,,,Puranas,Q27588
Gaṇeśatāpinī,गणेशतापिनी,,Vedas,,,,Vedas,Q27715
Pātasāraṇī,पातसारणी,,,,,,,
Rudrākṣamahimānāma,रुद्राक्षमहिमानाम,,Tantras,,,,Tantras,Q27776
Tarkasaṃgrahadīpikāprakāśa,तर्कसंग्रहदीपिकाप्रकाश,,Tarkasaṅgrahadīpikāprakāśikā,,,,Tarkasaṅgrahadīpikāprakāśikā,Q27523
Ṣoḍaśavākyasmaraṇa,षोडशवाक्यस्मरण,,,,,,,
Śivarātrikathodyāpanapūjā,शिवरात्रिकथोद्यापनपूजा,,Puranas,,,,Puranas,Q27588
Upajātīchanda,उपजातीछन्द,,,,,,,
Saṃjīvanī sarga 10,संजीवनी सर्ग १०,,Sañjīvanī (Raghuvaṃśa),,,,Sañjīvanī (Raghuvaṃśa),Q27685
Gāyatrīkalpa,,,,,,,,
Rāmamahimnastotra,राममहिम्नस्तोत्र,,,,Stotras,Q76780,,
Naiṣadhīyacarita,नैषधचरित,,Naiṣadhīyacarita,,,,Naishadha Charita,Q27547
Ācārendu,आचारेन्दु,,,,,,,
Bhīṣmoktastavarāja,भीष्मोक्तस्तवराज,,Mahābhārata,महाभारत,,,Mahabharata,Q27688
Gaṅgālaharī,गङ्गालहरी,,,,,,,
Saṃskāranirṇaya,संस्कारनिर्णय,,,,,,,
Grahapaddhati,ग्रहपद्धति,,,,,,,
Sundarakāṇḍa,सुन्दरकाण्ड,,Puranas,,,,Puranas,Q27588
Adhyātmarāmāyaṇa āraṇyakhaṇḍa,अध्यात्मरामायण आरण्यखण्ड,,Puranas,,,,Puranas,Q27588
