row_index,genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
361,Contemporary bindings (Binding)--Italy--Pisa--16th century,rbbin,,Contemporary bindings;Italy--Pisa;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00480;http://id.worldcat.org/fast/1204823;http://id.worldcat.org/fast/1119851,Q5930;Q3026;Q335,,,
362,Manuscripts--Italy--Pisa--16th century,aat,,manuscripts (documents);Italy--Pisa;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204823;http://id.worldcat.org/fast/1119851,Q10789;Q3026;Q335,,,
363,Contemporary bindings (Binding)--Italy--15th century,rbbin,,Contemporary bindings;Italy;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00480;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q5930;Q249;Q154,,,
364,Manuscripts,fast,(OCoLC)fst01424060,,,,Manuscripts,http://id.worldcat.org/fast/1424060,Q331
365,Illuminated manuscripts--France--14th century,aat,,illuminated manuscripts;France;Fourteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/933420,Q4268;Q152;Q295,,,
366,Tree calf bindings (Binding),rbbin,,Tree calf bindings,http://id.loc.gov/vocabulary/rbmscv/cv00704,Q42582,,,
367,Manuscripts--Italy--Florence--15th century,aat,,,,,manuscripts (documents);Italy--Florence;Fifteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/923962,Q10789;Q3604;Q154
368,Account books--Italy--Florence--15th century,aat,,account books;Italy--Florence;Fifteenth century,http://vocab.getty.edu/aat/300027483;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/923962,Q4178;Q3604;Q154,,,
369,Contemporary bindings (Binding)--Italy--Florence--15th century,rbbin,,Contemporary bindings;Italy--Florence;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00480;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/923962,Q5930;Q3604;Q154,,,
370,Contemporary bindings (Binding)--Italy--Venice--15th century,rbbin,,Contemporary bindings;Italy--Venice;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00480;http://id.worldcat.org/fast/1204473;http://id.worldcat.org/fast/923962,Q5930;Q2814;Q154,,,
371,Gauffered edges (Binding),rbbin,,,,,Gauffered edges,http://id.loc.gov/vocabulary/rbmscv/cv00745,Q10809
372,Manuscripts--Italy--Cittá di Castello--16th century,aat,,manuscripts (documents);Italy--Città di Castello;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204564;http://id.worldcat.org/fast/1119851,Q10789;Q7668;Q335,,,
373,Devotional literature,fast,(OCoLC)fst01423773,,,,Devotional literature,http://id.worldcat.org/fast/1423773,Q38696
374,Folklore,fast,(OCoLC)fst01423784,Folklore,http://id.worldcat.org/fast/1423784,Q42583,,,
375,antiphonaries,aat,,,,,antiphonaries,http://vocab.getty.edu/aat/300188812,Q6845
376,Antiphonaries (Service books),fast,,,,,Antiphonaries (Service books),http://id.worldcat.org/fast/1920004,Q4297
377,Manuscripts,fast,,,,,Manuscripts,http://id.worldcat.org/fast/1424060,Q331
378,Antiphonaries (Service books),lcgft,http://id.loc.gov/authorities/genreForms/gf2014026636,,,,Antiphonaries (Service books),http://id.worldcat.org/fast/1920004,Q4297
379,Antiphonaires,rvmgf,,Antiphonaries,http://id.worldcat.org/fast/810657,Q4306,,,
380,Drama,fast,(OCoLC)fst01423879,,,,Drama,http://id.worldcat.org/fast/1423879,Q3010
381,Passion plays--Italy--15th century,rbgenr,,Passion plays;Italy;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01694;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q42584;Q249;Q154,,,
382,Sermons,rbgenr,,,,,Sermons,http://id.loc.gov/vocabulary/rbmscv/cv00099,Q38542
383,Manuscripts--Italy--Padua--14th century,aat,,manuscripts (documents);Italy--Padua;Fourteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204701;http://id.worldcat.org/fast/933420,Q10789;Q8260;Q295,,,
384,Contemporary bindings (Binding)--France--15th century,rbbin,,Contemporary bindings;France;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00480;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q5930;Q152;Q154,,,
385,Bookbinding (Binding)--1849,rbbin,,Bookbinding,http://id.worldcat.org/fast/836265,Q42537,,,
386,conveyances,aat,,conveyances,http://vocab.getty.edu/aat/300027244,Q42585,,,
387,Literary hoaxes,rbgenr,,Literary hoaxes,http://id.loc.gov/vocabulary/rbmscv/cv01539,Q42586,,,
388,Illuminated manuscripts--Italy--Florence--15th century,aat,,,,,illuminated manuscripts;Italy--Florence;Fifteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/923962,Q4268;Q3604;Q154
389,Contemporary bindings (Binding)--England--14th century,rbbin,,Contemporary bindings;England;Fourteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00480;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/933420,Q5930;Q320;Q295,,,
390,Academic Dissertation,,https://id.nlm.nih.gov/mesh/D019478,academic dissertations,http://vocab.getty.edu/aat/300417749,Q42587,,,
391,Thèses et écrits académiques,rvmgf,,Academic theses,http://id.worldcat.org/fast/1726453,Q42588,,,
392,Inventories,rbgenr,,inventories,http://vocab.getty.edu/aat/300027045,Q3522,,,
393,legal documents,aat,,,,,legal documents,http://vocab.getty.edu/aat/300027590,Q236
394,Manuscripts--France,aat,,manuscripts (documents);France,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204289,Q10789;Q152,,,
395,Manuscripts--Italy--Ferrara--15th century,aat,,,,,manuscripts (documents);Italy--Ferrara;Fifteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204575;http://id.worldcat.org/fast/923962,Q10789;Q7179;Q154
396,Illuminated manuscripts--Italy--Ferrara--15th century,aat,,,,,illuminated manuscripts;Italy--Ferrara;Fifteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204575;http://id.worldcat.org/fast/923962,Q4268;Q7179;Q154
397,Manuscripts--Spain,aat,,manuscripts (documents);Spain,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204303,Q10789;Q343,,,
398,Manuscripts--Portugal,aat,,manuscripts (documents);Portugal,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1208476,Q10789;Q7091,,,
399,Commentaries,fast,,,,,Commentaries,http://id.worldcat.org/fast/1423723,Q2812
400,Psalters,rbmscv,,,,,Psalters,http://id.loc.gov/vocabulary/rbmscv/cv01544,Q38532
401,Bark papers (Paper)--Indonesia--19th century,rbpap,,Bark papers;Indonesia;Nineteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00974;http://id.worldcat.org/fast/1209242;http://id.worldcat.org/fast/1037841,Q42569;Q38456;Q3538,,,
402,Manuscripts--Indonesia--Sumatra--19th century,aat,,manuscripts (documents);Indonesia--Sumatra;Nineteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1245953;http://id.worldcat.org/fast/1037841,Q10789;Q42589;Q3538,,,
403,Accordion fold format (Binding)--Indonesia--19th century,rbbin,,Accordion fold format;Indonesia;Nineteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00024;http://id.worldcat.org/fast/1209242;http://id.worldcat.org/fast/1037841,Q42550;Q38456;Q3538,,,
404,Wooden boards (Binding)--Indonesia--19th century,rbbin,,Wooden boards;Indonesia;Nineteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00601;http://id.worldcat.org/fast/1209242;http://id.worldcat.org/fast/1037841,Q5870;Q38456;Q3538,,,
405,Manuscripts--England--Lancashire--17th century,aat,,manuscripts (documents);England--Lancashire;Seventeenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204978;http://id.worldcat.org/fast/1113663,Q10789;Q4240;Q2771,,,
406,Church history,fast,,Church history,http://id.worldcat.org/fast/1411629,Q3608,,,
407,comedy (general genre),aat,,comedy (general genre),http://vocab.getty.edu/aat/300055911,Q42590,,,
408,Comedy plays,fast,,,,,Comedy plays,http://id.worldcat.org/fast/1921567,Q3034
409,Drama,fast,,,,,Drama,http://id.worldcat.org/fast/1423879,Q3010
410,Emblems,gmgpc,,Emblems,http://id.worldcat.org/fast/908357,Q38893,,,
411,Comedy plays,lcgft,,,,,Comedy plays,http://id.worldcat.org/fast/1921567,Q3034
412,Drama,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026297,,,,Drama,http://id.worldcat.org/fast/1423879,Q3010
413,Comedies--Spain--17th century,rbgenr,,Comedies;Spain;Seventeenth century,http://id.loc.gov/vocabulary/rbmscv/cv01142;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1113663,Q42591;Q343;Q2771,,,
414,Plays--Spain--17th century,rbgenr,,Plays;Spain;Seventeenth century,http://id.loc.gov/vocabulary/rbmscv/cv00282;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1113663,Q38525;Q343;Q2771,,,
415,Théâtre,rvmgf,,Drama,http://id.worldcat.org/fast/1423879,Q3010,,,
416,Comédies,rvmgf,,Comedy plays,http://id.worldcat.org/fast/1921567,Q3034,,,
417,Manuscripts--Spain--Catalonia,aat,,manuscripts (documents);Spain--Catalonia,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1206043,Q10789;Q4787,,,
418,Apologetic writings,fast,(OCoLC)fst01423698,,,,Apologetic writings,http://id.worldcat.org/fast/1423698,Q6975
419,Manuscripts--Spain--Barcelona--16th century,aat,,manuscripts (documents);Spain--Barcelona;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204531;http://id.worldcat.org/fast/1119851,Q10789;Q8343;Q335,,,
420,Chronicles,rbmscv,,Chronicles,http://id.loc.gov/vocabulary/rbmscv/cv00842,Q12686,,,
421,Illuminated manuscripts--Belgium--15th century,aat,,,,,illuminated manuscripts;Belgium;Fifteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1210278;http://id.worldcat.org/fast/923962,Q4268;Q16301;Q154
422,Miniatures (paintings)--Belgium--15th century,aat,,miniatures (paintings);Belgium;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1210278;http://id.worldcat.org/fast/923962,Q262;Q16301;Q154,,,
423,Dictionary,,https://id.nlm.nih.gov/mesh/D016437,dictionaries,http://vocab.getty.edu/aat/300026186,Q2970,,,
424,Handbook,,https://id.nlm.nih.gov/mesh/D020479,handbooks,http://vocab.getty.edu/aat/300311807,Q2951,,,
425,dictionaries,aat,,,,,dictionaries,http://vocab.getty.edu/aat/300026186,Q2970
426,handbooks,aat,,,,,handbooks,http://vocab.getty.edu/aat/300311807,Q2951
427,Dictionaries,fast,,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
428,Dictionaries,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026086,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
429,Handbooks and manuals,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026109,,,,Handbooks and manuals,http://id.worldcat.org/fast/1423877,Q212
430,Yapp style bindings,rbmscv,,Yapp style bindings,http://id.loc.gov/vocabulary/rbmscv/cv00469,Q5861,,,
431,Commonplace books,rbmscv,,Commonplace books,http://id.loc.gov/vocabulary/rbmscv/cv01149,Q17496,,,
432,Burlesques,rbmscv,,Burlesques,http://id.loc.gov/vocabulary/rbmscv/cv01056,Q42592,,,
433,Dictionnaires,rvmgf,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041,,,
434,Guides et manuels,rvmgf,,Handbooks and manuals,http://id.worldcat.org/fast/1423877,Q212,,,
435,Sea fiction,fast,,Sea fiction,http://id.worldcat.org/fast/1939795,Q42593,,,
436,Fiction,fast,,,,,Fiction,http://id.worldcat.org/fast/1423787,Q3039
437,Action and adventure fiction,fast,,Action and adventure fiction,http://id.worldcat.org/fast/1921574,Q42594,,,
438,Fiction,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026339,,,,Fiction,http://id.worldcat.org/fast/1423787,Q3039
439,Action and adventure fiction,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026217,Action and adventure fiction,http://id.worldcat.org/fast/1921574,Q42594,,,
440,Sea fiction,lcgft,http://id.loc.gov/authorities/genreForms/gf2016026006,Sea fiction,http://id.worldcat.org/fast/1939795,Q42593,,,
441,Romans,rvmgf,,Fiction,http://id.worldcat.org/fast/1423787,Q3039,,,
442,Vellum bindings,rbmscv,,,,,Vellum bindings,http://id.loc.gov/vocabulary/rbmscv/cv00543,Q5878
443,Anthologies,rbmscv,,Anthologies,http://id.loc.gov/vocabulary/rbmscv/cv00104,Q42595,,,
444,Allegories,fast,,Allegories,http://id.worldcat.org/fast/1726523,Q42596,,,
445,Allegories,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026218,Allegories,http://id.worldcat.org/fast/1726523,Q42596,,,
446,Allégories,rvmgf,,Allegories,http://id.worldcat.org/fast/805512,Q26910,,,
447,Registers (Lists),fast,(OCoLC)fst01919964,,,,Registers (Lists),http://id.worldcat.org/fast/1919964,Q7493
448,"Trials, litigation, etc",fast,(OCoLC)fst01423712,"Trials, litigation, etc.",http://id.worldcat.org/fast/1423712,Q38749,,,
449,Registers (Lists),lcgft,,,,,Registers (Lists),http://id.worldcat.org/fast/1919964,Q7493
450,Manuscripts--France--Strasbourg--15th century,aat,,manuscripts (documents);France--Strasbourg;Fifteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1205765;http://id.worldcat.org/fast/923962,Q10789;Q39102;Q154,,,
451,Manuscripts--Spain--15th century,aat,,,,,manuscripts (documents);Spain;Fifteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/923962,Q10789;Q343;Q154
452,Censored works,rbgenr,,Censored works,http://id.loc.gov/vocabulary/rbmscv/cv00206,Q42597,,,
453,Manuscripts--Spain--Salamanca--17th century,aat,,manuscripts (documents);Spain--Salamanca;Seventeenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1205223;http://id.worldcat.org/fast/1113663,Q10789;Q42598;Q2771,,,
454,Censored works,rbmscv,,Censored works,http://id.loc.gov/vocabulary/rbmscv/cv00206,Q42597,,,
455,Lyric poetry,fast,,Lyric poetry,http://id.worldcat.org/fast/1921718,Q42599,,,
456,Folk poetry,fast,,Folk poetry,http://id.worldcat.org/fast/1921661,Q42600,,,
457,Lyric poetry,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026422,Lyric poetry,http://id.worldcat.org/fast/1921718,Q42599,,,
458,Folk poetry,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026343,Folk poetry,http://id.worldcat.org/fast/1921661,Q42600,,,
459,Poésie lyrique,rvmgf,,Lyric poetry,http://id.worldcat.org/fast/1921718,Q42599,,,
460,Poésie populaire,rvmgf,,Folk poetry,http://id.worldcat.org/fast/1921661,Q42600,,,
461,Manuscripts--Switzerland--17th century,aat,,manuscripts (documents);Switzerland;Seventeenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1205401;http://id.worldcat.org/fast/1113663,Q10789;Q4281;Q2771,,,
462,Manuscripts--Germany--17th century,aat,,manuscripts (documents);Germany;Seventeenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1113663,Q10789;Q3032;Q2771,,,
