row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label,structured_value
87,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.657120700Z",Prescriptions,aat,,prescriptions,http://vocab.getty.edu/aat/300027231
88,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.657120700Z",Receipts (financial records),aat,,receipts (financial records),http://vocab.getty.edu/aat/300027573
89,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.657120700Z",Recipes,fast,,Recipes,http://id.worldcat.org/fast/1424190
90,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.657120700Z",Recipes,lcgft,,Recipes,http://id.worldcat.org/fast/1424190
91,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.657120700Z",Recipes,aat,,recipes,http://vocab.getty.edu/aat/300027043
92,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.657120700Z",Reports,aat,,reports,http://vocab.getty.edu/aat/300027267
93,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.658120700Z",Seals (artifacts),aat,,seals (marks),http://vocab.getty.edu/aat/300417667
94,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.658120700Z",Sermons,lcgft,,Sermons,http://id.worldcat.org/fast/1423904
95,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.135274900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.658120700Z",Sermons,fast,,Sermons,http://id.worldcat.org/fast/1423904
96,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.135274900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.658120700Z",Specimens,fast,,Specimens,http://id.worldcat.org/fast/1423861
97,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.135274900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.914194600Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.658120700Z",Stamps (Provenance),rbprov,,,
98,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.135274900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.914194600Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.658120700Z",Tables (Data),lcgft,,Tables (Data),http://id.worldcat.org/fast/1919974
99,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.135274900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.914194600Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.659120200Z",Tables (Data),fast,,Tables (Data),http://id.worldcat.org/fast/1919974
100,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.135274900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.914194600Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.659120200Z",Tables (documents),aat,,tables (documents),http://vocab.getty.edu/aat/300027364
101,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.135274900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.914194600Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.659120200Z",Translations (documents),aat,,translations (documents),http://vocab.getty.edu/aat/300027389
102,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.135274900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.914194600Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.659120200Z",Treatises,aat,,treatises,http://vocab.getty.edu/aat/300026681
103,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.135274900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.914194600Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.659120200Z",Watercolors (paintings),aat,,watercolors (paintings),http://vocab.getty.edu/aat/300078925
104,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.135274900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.914194600Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.659120200Z",illuminations (visual works),aat,,illuminations (paintings),http://vocab.getty.edu/aat/300264522
