row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_label_add,instance_of_add,structured_value_add,instance_of,authorized_label,structured_value,ds_qid
334,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425876Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094600Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124634Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594467Z","Qājār, Fatḥ ʻAlī Shāh, Shah of Iran, -1834",author,"قاجار، فتح علي شاه، شاه ايران, d. 1834",,Fath-Ali Shah Qajar,human,Q175299,,,,
335,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425884Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094609Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124638Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594471Z","Qājār, Fatḥ ʻAlī Shāh, Shah of Iran, -1834",author,قاجار، فتح علي شاه، شاه ايران، d. 1834,,Fath-Ali Shah Qajar,human,Q175299,,,,
336,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425890Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094624Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124712Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594480Z","Lāhījī, Ḥasan ibn ʻAbd al-Razzāq, 1635 or 1636-1709 or 1710",author,لاهيجي، حسن بن عبد الرزاق، 1635 or 1636-1709 or 1710,,Ḥasan ibn ʻAbd al-Razzāq Lāhījī,human,Q129453249,,,,
337,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425896Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094645Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124718Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594485Z","Mumtāz, Abū ʻAlī al-Ḥusaynī",author,ممتاز، ابو على الحسىنى,,Abū ʻAlī al-Ḥusaynī Mumtāz,human,Q129453321,,,,
338,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425906Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094654Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124726Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594490Z",Kr̥ṣṇamiśra,author,,,Krishnamishra,human,Q4241429,,,,
339,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425912Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094665Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124729Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594497Z","ʻAlī Ibrāhīm Khān, -1793 or 1794",author,على ابراهىم خان، -1793 or 1794,,ʻAlī Ibrāhīm Khān,human,Q129453323,,,,
340,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425917Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094680Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124731Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594502Z","Qāsim Anvār, ʻAlī ibn Naṣīr, 1356-1433",author,قاسم انوار، على بن نصىر، 1356-1433,,,,,human,Qasem-e Anvar,Q2561764,Q3237
341,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425930Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094690Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124736Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594507Z",Omar Khayyam,author,عمرخيام,,,,,human,Omar Khayyám,Q35900,Q27967
342,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425936Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094702Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124738Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594518Z","Vaḥshī Bāfqī, -1583",author,وحشى بافقى، -1583,,Vahshi Bafqi,human,Q4116366,,,,
343,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425942Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094713Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124741Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594522Z","ʻAwfī, Muḥammad, active 1228",author,عوفى، محمد، active 1228,,,,,human,Muhammad Aufi,Q140584,Q42789
344,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425950Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094721Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124745Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594527Z","Rawghanī, Muḥammad Ṣāliḥ ibn Muḥammad Bāqir, -1632 or 1633",author,روغني، محمد صالح بن محمد باقر، d. 1632 or 3,,,,,human,Muḥammad Ṣāliḥ ibn Muḥammad Bāqir Rawghanī,Q114242506,Q27909
345,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425955Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094736Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124747Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594535Z",Vālmīki,author,,http://id.loc.gov/authorities/names/n80036601,,,,human,Valmiki,Q715607,Q28106
346,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425961Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094750Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124750Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594540Z","Muḥyī Lārī, -1526 or 1527",author,محىى لارى، -1526 or 1527,,,,,human,Muhi Al-Din Lari,Q30049877,Q18710
347,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425969Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094758Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124754Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594545Z","Qurashī al-Sāvajī, Muḥammad ibn al-Ḥusayn, 17th century",author,قرشى الساوجى، محمد بن الحسىن، 17th century,,Muḥammad ibn al-Ḥusayn Qurashī al-Sāvajī,human,Q129453324,,,,
348,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425975Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094773Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124756Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594552Z",Omar Khayyam,author,ءمر خيام,,,,,human,Omar Khayyám,Q35900,Q27967
349,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425981Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094794Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124759Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594557Z","Hilālī, Badr al-Dīn, -1528 or 1529",author,هلالى، بدر الدىن، -1528 or 1529,,Badriddin Hilali,human,Q3774128,,,,
350,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425993Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094804Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124765Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594562Z","Āqā Bābā-yi Hamadānī, Muḥsin, active 19th century",author,آقا باباى همدانى، محسن، active 19th century,,Muḥsin Āqā Bābā-yi Hamadānī,human,Q129453327,,,,
351,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.425999Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094816Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124768Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594570Z","Ḥasanī al-Āmulī, Maḥmūd ibn Ḥasan, 16th century",author,حسنى الاملى، محمود بن حسن، 16th century,,Maḥmūd ibn Ḥasan Ḥasanī al-Āmulī,human,Q129453329,,,,
352,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426004Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094828Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124770Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594575Z","Ahsanullah Khan, -1873",author,,,Ahsanullah Khan,human,Q129453331,,,,
353,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426013Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094836Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124774Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594580Z","Busḥāq Aṭʻimah Shīrāzī, Ḥallāj, 15th century",author,بسحاق اطعمه شىرازى، حلاج، active 15th century,,Bos'haq,human,Q5958092,,,,
354,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426018Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094851Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124777Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594604Z","Akhsikatī, Asiriddini",author,,,Asiriddini Akhsikatī,human,Q129453333,,,,
355,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426024Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094862Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124779Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594610Z","Martinovitch, Nicholas N",former owner,,,Nicholas N. Martinovitch,human,Q129453335,,,,
356,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426032Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094870Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124783Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594614Z","Shams Maghribī, Muḥammad Shīrīn, 1349?-1406 or 1407",author,شمس مغربى، محمد شىرىن، 1349?-1406 or 7,,"Shams Maghribī, Muḥammad Shīrīn",human,Q3275376,,,,
357,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426038Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094886Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124811Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594623Z","Ashraf Marāghahʹyī, Ḥusayn ibn Ḥasan, 1410-1468",author,اشرف مراغه‌يى، حسىن بن حسن، 1410-1468,,Ḥusayn ibn Ḥasan Ashraf Marāghahʹyī,human,Q129453338,,,,
358,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426044Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094901Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124824Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594627Z","Ahlī Shīrāzī, Muḥammad ibn Yūsuf, 1454-1535 or 1536",author,اهلى شىرازى، محمد بن ىوسف، 1454-1535 or 6,,Ahli Shirazi,human,Q6417609,,,,
359,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426052Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094909Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124827Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594632Z","Awḥad al-Dīn Kirmānī, Ḥāmid ibn Abī al-Fakhr, -1237 or 1238",author,اوحد الدىن کرمانى، حامد بن ابى الفخر، -1237 or 1238,,Ḥāmid ibn Abī al-Fakhr Awḥad al-Dīn Kirmānī,human,Q129453340,,,,
360,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426057Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094922Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124830Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594643Z","Ibn Bakhtīshūʻ, ʻUbayd Allāh ibn Jibrāʼīl",author,ابن بختىشوع، عبىد الله بن جبرائيل,,Abdollah ibn Bukhtishu,human,Q4665079,,,,
361,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426067Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094942Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124838Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594647Z","Jājarmī, Muḥammad ibn Badr al-Dīn, 14th cent",author,جاجرمى، محمد بن بدر الدىن، 14th cent,,Muhammad ibn Badr al-Din Jajarmi,human,Q110748577,,,,
362,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426073Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094951Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124841Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594651Z","Khan, Mir Kalan, 18th cent",author,خان، مىر کلان، 18th cent,,Mir Kalan Khan,human,Q54086386,,,,
363,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426079Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094969Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124843Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594661Z","Rashīd al-Dīn Ṭabīb, 1247?-1318",author,رشىد الدىن طبىب، 1247?-1318,,Rashid-al-Din Hamadani,human,Q328782,,,,
364,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426087Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094977Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124847Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594666Z","Muʻīn Muṣavvir, active 1635-1697",author,مصور، معىن، b. ca. 1617,,Muin Musavvir,human,Q3327312,,,,
365,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426093Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.094984Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124850Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594671Z","Qazwīnī, Zakarīyā ibn Muḥammad, approximately 1203-1283",author,قزويني، زكريا بن محمد,,,,,human,Zakariya al-Qazwini,Q144639,Q16639
366,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426098Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095002Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124852Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594687Z","Sharaf al-Dīn ʻAlī Yazdī, -1454",author,,,Sharaf ad-Din Ali Yazdi,human,Q4520456,,,,
367,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426106Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095010Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124856Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594692Z","Ḥusaynī al-Sharīf al-Iṣfahānī al-Kalbāsī, Muḥammad, 19th century",author,حسىنى الشرىف الاصفهانى الکلباسى، محمد، 19th century,,Muḥammad Ḥusaynī al-Sharīf al-Iṣfahānī al-Kalbāsī,human,Q129453342,,,,
368,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426112Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095018Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124859Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594697Z","Nīshāpūrī, ʻAlī Muḥammad ibn Muḥammad Ṣāliḥ, 19th century",author,نىشاپورى، على محمد بن محمد صالح، 19th century,,ʻAlī Muḥammad ibn Muḥammad Ṣāliḥ Nīshāpūrī,human,Q129453343,,,,
369,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426118Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095043Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124861Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594706Z","Vaḥīd Tabrīzī, active 1417",author,وحىد تبرىزى، fl. 1417,,Vaḥīd Tabrīzī,human,Q129453113,,,,
370,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426125Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095052Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124865Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594711Z","Jalāl al-Dīn Rūmī, Maulana, 1207-1273",author,جلال الدىن رومى، مولانا,,,,,human,Rumi,Q43347,Q27901
371,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426131Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095059Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124867Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594715Z","Ṣadr al-Dīn al-Shīrāzī, Muḥammad ibn Manṣūr, 1424 or 1425-1498",author,صدر الدىن الشىرازى، محمد بن منصور، 1424 or 1425-1498,,Muḥammad ibn Manṣūr Ṣadr al-Dīn al-Shīrāzī,human,Q129453345,,,,
372,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426137Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095239Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124870Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594724Z","Marāghī, Muḥammad Taqī ibn Muḥammad ʻAlī",author,مراغى، محمد تقى بن محمد على,,Muḥammad Taqī ibn Muḥammad ʻAlī Marāghī,human,Q129453347,,,,
373,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426148Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095249Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124875Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594730Z","Khvānsārī, Muḥammad Kāẓim ibn Muḥammad Ṣāʼib",author,خوانسارى، محمد کاظم بن محمد صائب,,Muḥammad Kāẓim ibn Muḥammad Ṣāʼib Khvānsārī,human,Q129453349,,,,
374,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426154Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095257Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124878Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594735Z","Kamāl Khujandī, -approximately 1400",author,كمال خجندي,,Kamal Khujandi,human,Q784028,,,,
375,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426160Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095276Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124880Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594743Z","Burūjirdī, Muḥammad Naqī ibn Aḥmad, active 17th century",author,بروجردى، محمد نقى بن احمد، active 17th century,,Muḥammad Naqī ibn Aḥmad Burūjirdī,human,Q129453351,,,,
376,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426168Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095284Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124885Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594747Z","Majdī, Muḥammad ibn Abī Ṭālib, active 17th century",author,مجدى، محمد بن ابىطالب، active 17th century,,Muḥammad ibn Abī Ṭālib Majdī,human,Q129453353,,,,
377,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426174Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095294Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124887Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594758Z","Majlisī, Muḥammad Jaʻfar ibn Muḥammad Taqī, active 17th century",author,مجلسي، محمد جعفر بن محمد تقي، active 17th century,,Muḥammad Jaʻfar ibn Muḥammad Taqī Majlisī,human,Q129456108,,,,
378,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426179Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095306Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124945Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594763Z","Yazdī, Aḥmad ibn al-Ḥasan, -1893",author,يزدي، احمد بن الحسن، d. 1893,,Aḥmad ibn al-Ḥasan Yazdī,human,Q129453356,,,,
379,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426187Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095313Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124952Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594768Z","Qazwīnī, Muḥammad Mahdī ibn ʻAlī Aṣghar, -1737",author,قزويني، محمد مهدي بن علي اصغر، d. 1737,,Muḥammad Mahdī ibn ʻAlī Aṣghar Qazwīnī,human,Q129453358,,,,
380,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426193Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095332Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124955Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594778Z",ʻAbd Allāh ibn Malikah-i Jahān,author,عبد الله بن ملکه جهان,,ʻAbd Allāh ibn Malikah-i Jahān,human,Q129453360,,,,
381,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426198Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095344Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124958Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594783Z","Yazdī, Ḥasan ibn Muḥammad ʻAlī, active 19th century",author,يزدي، حسن بن محمد علي، active 19th century,,Ḥasan ibn Muḥammad ʻAlī Yazdī,human,Q129453361,,,,
382,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426206Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095352Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124962Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594788Z","Āmulī, Sikandar",author,آملى، سکندر,,Sikandar Āmulī,human,Q129453363,,,,
383,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426212Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095367Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124965Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594796Z","Bayhaqī, ʻAlī ibn Zayd, 1105 or 1106-1169 or 1170",author,بيهقي، علي بن زيد، 1105 or 6-1169 or 70,,Ibn Funduq,human,Q4025793,,,,
384,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426231Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095398Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124967Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594800Z","Ibn al-Shahīd al-Thānī, al-Ḥasan, 1551 or 1552-1602 or 1603",author,ابن الشهيد الثاني، الحسن، 1551 or 1552-1602 or 1603,,Ibn alshaahyd al-Thānī,human,Q124745903,,,,
385,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.426266Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.095407Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124975Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.594804Z","Ṣadr al-Dīn al-Shīrāzī, Muḥammad ibn Manṣūr, 1424 or 1425-1498",author,صدر الدىن الشىرازى، محمد بن منصور، 1424 or 5-1498,,Muḥammad ibn Manṣūr Ṣadr al-Dīn al-Shīrāzī,human,Q129453345,,,,
