row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
12,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.649644100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.131117700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.434985700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817282200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.451363700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.274756900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.056857800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.340990800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.058729900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.875998Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.882342Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.937125100Z","Abū Ḥanīfah, -767 or 768",a;d,,,0,,"Abū Ḥanīfah, -767 or 768",http://id.worldcat.org/fast/1803236
13,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.649644100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.131117700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.434985700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817282200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.451363700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.274756900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.056857800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.340990800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.058729900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.875998Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.882342Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.937125100Z","Ajurrūmīyah (Ibn Ājurrūm, Muḥammad ibn Muḥammad)",a,"Ajurrūmīyah (Ibn Ājurrūm, Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1911422,fast,(OCoLC)fst01911422,,
14,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.649644100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.131117700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.434985700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817282200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.451363700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.056857800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.340990800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.058729900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.875998Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.882342Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.937125100Z","Alfīyah (Ibn Mālik, Muḥammad ibn ʻAbd Allāh)",a,,,fast,(OCoLC)fst01360506,"Alfīyah (Ibn Mālik, Muḥammad ibn ʻAbd Allāh)",http://id.worldcat.org/fast/1360506
15,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.649644100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.131117700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.434985700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817282200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.451363700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.056857800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.340990800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.058729900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.875998Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.882342Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.937125100Z","Apollonius, of Perga. Conics",a;c;t,"Conics (Apollonius, of Perga)",http://id.worldcat.org/fast/1360408,0,,,
16,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.649644100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.131117700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.434985700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817282200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.451363700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.056857800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.340990800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.058729900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.875998Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.882342Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.937125100Z","Athīr al-Dīn al-Abharī, al-Mufaḍḍal ibn ʻUmar, -1265. Hidāyat al-ḥikmah",a;d;t,,,0,,,
17,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.649644100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.131117700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.434985700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817282200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.451363700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.056857800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.340990800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.058729900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.875998Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.882342Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.937125100Z","Azharī, Khālid ibn ʻAbd Allāh, -1499. Sharḥ al-Ājurrūmīyah",a;d;t,"Sharḥ al-Ājurrūmīyah (Azharī, Khālid ibn ʻAbd Allāh)",http://id.worldcat.org/fast/2058404,0,,,
18,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.649644100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.131117700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.434985700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817282200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.451363700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.057855200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.340990800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.058729900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.875998Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.882342Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.937125100Z","Birjandī, ʻAbd al-ʻAlī ibn Muḥammad ibn Ḥusayn, active 16th century. Bīst bāb dar taqvīm",a;d;t,,,0,,,
19,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.649644100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.131117700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.434985700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817282200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.451363700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.057855200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.340990800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.058729900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.875998Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.882342Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.937125100Z","Būṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd, 1213?-1296? Burdah",a;d;t,"Burdah (Būṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd)",http://id.worldcat.org/fast/1362420,0,,,
20,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.649644100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.131117700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.435985700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817282200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.451363700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.057855200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.340990800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.058729900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.875998Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.882342Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.937125100Z","Conics (Apollonius, of Perga)",a,"Conics (Apollonius, of Perga)",http://id.worldcat.org/fast/1360408,fast,(OCoLC)fst01360408,,
21,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.649644100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.435985700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817282200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.451363700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.057855200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.340990800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.058729900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.875998Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.882342Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.937125100Z",Elements (Euclid),a,Elements (Euclid),http://id.worldcat.org/fast/1356952,fast,(OCoLC)fst01356952,,
22,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.649644100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.435985700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817282200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.451363700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.057855200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.340990800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.058729900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.875998Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.882342Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.937125100Z",Euclid. Elements,a;t,,,0,,Elements (Euclid),http://id.worldcat.org/fast/1356952
