row_index,workflow_history,subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
11,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.761408500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.007651600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.011248100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.105095400Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.417635300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.709472800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.585639400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.240513200Z",Agama,a,fast,http://id.worldcat.org/fast/800080,Agama,http://id.worldcat.org/fast/800080,,
12,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.761408500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.007651600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.011248100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.105095400Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.417635300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.709472800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.585639400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.240513200Z",Aghorīs,a,0,http://id.loc.gov/authorities/subjects/sh86001295,Aghorīs,http://id.worldcat.org/fast/800288,,
13,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.761408500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.007651600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.011248100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.105095400Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.417635300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.709472800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.585639400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.240513200Z",Aghorīs,a,fast,http://id.worldcat.org/fast/800288,Aghorīs,http://id.worldcat.org/fast/800288,,
14,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.761408500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.007651600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.011248100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.105095400Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.417635300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.709472800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.585639400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.240513200Z",Agni (Hindu deity),a,0,,Agni (Hindu deity),http://id.worldcat.org/fast/800393,,
15,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.761408500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.007651600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.011248100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.105095400Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.417635300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.709472800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.585639400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.240513200Z",Agnihotra (Hindu rite),a,0,http://id.loc.gov/authorities/subjects/sh85002227,Agnihotra (Hindu rite),http://id.worldcat.org/fast/800396,,
16,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.761408500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.007651600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.011248100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.105095400Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.417635300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.709472800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.585639400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.240513200Z",Agnihotra (Hindu rite),a,fast,http://id.worldcat.org/fast/800396,Agnihotra (Hindu rite),http://id.worldcat.org/fast/800396,,
17,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.761408500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.007651600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.011248100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.105095400Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.417635300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.709472800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.585639400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.240513200Z",Agnihotra (Hindu rite)--Early works to 1800,a--v,0,,Agnihotra (Hindu rite);Early works,http://id.worldcat.org/fast/800396;http://id.worldcat.org/fast/1411636,,
18,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.761408500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.007651600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.011248100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.105095400Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.417635300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.709472800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.240513200Z",Agniṣṭoma (Hindu rite),a,fast,http://id.worldcat.org/fast/1737600,Agniṣṭoma (Hindu rite),http://id.worldcat.org/fast/1737600,,
19,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.761408500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.007651600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.011248100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.105095400Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.417635300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.709472800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.240513200Z",Agniṣṭoma (Hindu rite),a,0,http://id.loc.gov/authorities/subjects/sh2003007140,Agniṣṭoma (Hindu rite),http://id.worldcat.org/fast/1737600,,
20,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.761408500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.007651600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.011248100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.105095400Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.418635700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.709472800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.240513200Z",Agriculture--Religious aspects--Hinduism,a--x--x,fast,http://id.worldcat.org/fast/2004291,Agriculture--Religious aspects--Hinduism,http://id.worldcat.org/fast/2004291,,
21,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.761408500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.008651900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.011248100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.105095400Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.418635700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.709472800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.240513200Z",Agriculture--Religious aspects--Hinduism,a--x--x,0,http://id.loc.gov/authorities/subjects/sh2019001010,Agriculture--Religious aspects--Hinduism,http://id.worldcat.org/fast/2004291,,
