ds_label,ds_qid,ds_id,type,wikidata_label,wikidata_qid
Giulio Lucio Mancini,Q1864,DSNAME629,Personal (Name Authority),Giulio Lucio Mancini,Q117448256
Giulio Santoro,Q40769,DSNAME4324,Personal (Name Authority),Giulio Santoro,Q111588480
Giuseppe Antonelli,Q1797,DSNAME562,Personal (Name Authority),Giuseppe Antonelli,Q21272244
Giuseppe Antonio Saccardini,Q3174,DSNAME773,Personal (Name Authority),Giuseppe Antonio Saccardini,Q116576183
Giuseppe Biondi,Q7342,DSNAME1402,Personal (Name Authority),Giuseppe Biondi,Q62401783
Giuseppe Biondo,Q40770,DSNAME4325,Personal (Name Authority),Giuseppe Biondo,Q113863979
Giuseppe Bruschetti,Q20126,DSNAME2807,Personal (Name Authority),Giuseppe Bruschetti,Q15689386
Giuseppe Canonici,Q41509,DSNAME5064,Personal (Name Authority),Giuseppe Canonici,Q116809670
Giuseppe Franchini,Q3746,DSNAME907,Personal (Name Authority),Giuseppe Franchini,Q116327599
Giuseppe Martini,Q1497,DSNAME332,Personal (Name Authority),Giuseppe Martini,Q98834332
Giuseppe Vella,Q27889,DSNAME3102,Personal (Name Authority),Giuseppe Vella,Q1658837
Giusto Venier,Q41813,DSNAME5368,Personal (Name Authority),Giusto Venier,Q124566970
Giusto de' Conti,Q40772,DSNAME4327,Personal (Name Authority),Giusto de' Conti,Q3771771
Gladbach Abbey,Q41929,DSNAME5484,Corporate (Name Authority),Gladbach Abbey,Q1309858
Gladys Freeman,Q16571,DSNAME2268,Personal (Name Authority),Gladys Freeman,Q75280425
Glastonbury Abbey,Q12815,DSNAME2006,Corporate (Name Authority),Glastonbury Abbey,Q544113
Gnaeus Naevius,Q41311,DSNAME4866,Personal (Name Authority),Gnaeus Naevius,Q212667
Gnaeus Pompeius Trogus,Q1829,DSNAME594,Personal (Name Authority),Gnaeus Pompeius Trogus,Q316119
Godefroy Honore,Q16479,DSNAME2171,Personal (Name Authority),Godefroy Honore,Q123274776
Godfrey of Cambrai,Q40775,DSNAME4330,Personal (Name Authority),Godfrey of Cambrai,Q5576590
Godfrey of Viterbo,Q6148,DSNAME1269,Personal (Name Authority),Godfrey of Viterbo,Q614256
Gonzalez Lodge,Q40784,DSNAME4339,Personal (Name Authority),Gonzalez Lodge,Q21524779
Gonzalo Fernández de Oviedo y Valdés,Q40645,DSNAME4200,Personal (Name Authority),Gonzalo Fernández de Oviedo y Valdés,Q919967
Gonzalo Peres de Cartagena,Q7043,DSNAME1295,Personal (Name Authority),Gonzalo Peres de Cartagena,Q116519725
Goodspeed's Book Shop,Q1107,DSNAME305,Corporate (Name Authority),Goodspeed's Book Shop,Q114419595
Gopala Bhatta Goswami,Q28308,DSNAME3524,Personal (Name Authority),Gopala Bhatta Goswami,Q4143328
Gopāla,Q28290,DSNAME3506,Personal (Name Authority),Gopāla,Q124252849
Gopāladeśika,Q28327,DSNAME3543,Personal (Name Authority),Gopāladeśika,Q124252850
Gopālakr̥ṣṇa,Q28179,DSNAME3395,Personal (Name Authority),Gopālakr̥ṣṇa,Q124252851
Gopīnāthadīkṣita,Q28311,DSNAME3527,Personal (Name Authority),Gopīnāthadīkṣita,Q124252852
Gorakṣanātha Heiliger,Q28145,DSNAME3361,Personal (Name Authority),Gorakṣanātha Heiliger,Q113399663
Gordon A. Block Junior,Q7052,DSNAME1304,Personal (Name Authority),Gordon A. Block Junior,Q113817555
Gotha Research Library,Q42005,DSNAME5560,Corporate (Name Authority),Gotha Research Library,Q28738121
Gottschalk of Lambach,Q40786,DSNAME4341,Personal (Name Authority),Gottschalk of Lambach,Q120648317
Govardhana,Q28190,DSNAME3406,Personal (Name Authority),Govardhana,Q30608321
Govardhanamiśra,Q28242,DSNAME3458,Personal (Name Authority),Govardhanamiśra,Q124252853
Govinda,Q28284,DSNAME3500,Personal (Name Authority),Govinda,Q124252854
Govinda Jośī,Q28118,DSNAME3334,Personal (Name Authority),Govinda Jośī,Q124252864
Govindānanda,Q28263,DSNAME3479,Personal (Name Authority),Govindānanda,Q113718629
Goyīcandra,Q28153,DSNAME3369,Personal (Name Authority),Goyīcandra,Q124252855
Gozechinus of Mainz,Q40788,DSNAME4343,Personal (Name Authority),Gozechinus of Mainz,Q3112856
Grabhorn Press,Q42184,DSNAME5711,Corporate (Name Authority),Grabhorn Press,Q84546343
Grand Duchy of Tuscany,Q42058,DSNAME5613,Corporate (Name Authority),Grand Duchy of Tuscany,Q154849
Grand Inquisitor of Spain,Q8086,DSNAME1595,Corporate (Name Authority),Grand Inquisitor of Spain,Q24349070
Gratian,Q1588,DSNAME1999,Personal (Name Authority),Gratian,Q549041
Great St. Martin Church,Q2835,DSNAME725,Corporate (Name Authority),Great St. Martin Church,Q564520
Gregorio Dati,Q6123,DSNAME1244,Personal (Name Authority),Gregorio Dati,Q3776498
Gregorio Giordano,Q41044,DSNAME4599,Personal (Name Authority),Gregorio Giordano,Q41569809
Gregorius de Crema,Q16622,DSNAME2321,Personal (Name Authority),Gregorius de Crema,Q123274771
Gregory I,Q889,DSNAME276,Personal (Name Authority),Gregory I,Q42827
Gregory II of Constantinople,Q40797,DSNAME4352,Personal (Name Authority),Gregory II of Constantinople,Q531732
Gregory IX,Q1942,DSNAME707,Personal (Name Authority),Gregory IX,Q124831
Gregory X,Q20150,DSNAME2832,Personal (Name Authority),Gregory X,Q161740
Gregory XI,Q4391,DSNAME1027,Personal (Name Authority),Gregory XI,Q169594
Gregory XII,Q40799,DSNAME4354,Personal (Name Authority),Gregory XII,Q227694
Gregory XIII,Q8408,DSNAME1693,Personal (Name Authority),Gregory XIII,Q83029
Gregory XIV,Q8237,DSNAME1668,Personal (Name Authority),Gregory XIV,Q171622
Gregory de Chastellar,Q8413,DSNAME1698,Personal (Name Authority),Gregory de Chastellar,Q116272265
Gregory of Nazianzus,Q20231,DSNAME2915,Personal (Name Authority),Gregory of Nazianzus,Q44011
Gregory of Nyssa,Q20083,DSNAME2762,Personal (Name Authority),Gregory of Nyssa,Q191734
Gregory of Rimini,Q40798,DSNAME4353,Personal (Name Authority),Gregory of Rimini,Q540799
Gregory of Tatev,Q40802,DSNAME4357,Personal (Name Authority),Gregory of Tatev,Q2996527
Gregory of Tours,Q1531,DSNAME367,Personal (Name Authority),Gregory of Tours,Q67841
Grenville Kane,Q12820,DSNAME2011,Personal (Name Authority),Grenville Kane,Q94356741
"Griffon's Medieval Manuscripts, Inc.",Q42186,DSNAME5713,Corporate (Name Authority),"Griffon's Medieval Manuscripts, Inc.",Q126000572
Grigorij Sergeevič Stroganov,Q1663,DSNAME499,Personal (Name Authority),Grigorij Sergeevič Stroganov,Q4444046
Grigorios of Antioch,Q20230,DSNAME2914,Personal (Name Authority),Grigorios of Antioch,Q2294969
Grolier Club,Q868,DSNAME298,Corporate (Name Authority),Grolier Club,Q5174002
Gualberto Fabricio de Vagad,Q7037,DSNAME1289,Personal (Name Authority),Gualberto Fabricio de Vagad,Q5613374
Gualterus Anglicus,Q40155,DSNAME3710,Personal (Name Authority),Gualterus Anglicus,Q3778129
Guan Shimin,Q12860,DSNAME2051,Personal (Name Authority),Guan Shimin,Q30086700
Guanding,Q12881,DSNAME2072,Personal (Name Authority),Guanding,Q11598433
Guarino da Verona,Q40807,DSNAME4362,Personal (Name Authority),Guarino da Verona,Q539577
Gudrun Wandel,Q6098,DSNAME1219,Personal (Name Authority),Gudrun Wandel,Q120442590
Guglielmo Giraldi,Q40766,DSNAME4321,Personal (Name Authority),Guglielmo Giraldi,Q3119276
Guglielmo Libri Carucci dalla Sommaja,Q382,DSNAME109,Personal (Name Authority),Guglielmo Libri Carucci dalla Sommaja,Q1251586
Guglielmo Perlano,Q16677,DSNAME2377,Personal (Name Authority),Guglielmo Perlano,Q123274806
Guichard of Pontigny,Q40810,DSNAME4365,Personal (Name Authority),Guichard of Pontigny,Q386451
Guido Ascanio Sforza di Santa Fiora,Q40812,DSNAME4367,Personal (Name Authority),Guido Ascanio Sforza di Santa Fiora,Q1364139
Guido Bonatti,Q40813,DSNAME4368,Personal (Name Authority),Guido Bonatti,Q426862
Guido de Baysio,Q40814,DSNAME4369,Personal (Name Authority),Guido de Baysio,Q1553710
Guido de Monte Rochen,Q20151,DSNAME2833,Personal (Name Authority),Guido de Monte Rochen,Q5615652
Guido delle Colonne,Q1957,DSNAME722,Personal (Name Authority),Guido delle Colonne,Q1248842
Guido di Biagio di Carlo Piccolomini,Q8193,DSNAME1624,Personal (Name Authority),Guido di Biagio di Carlo Piccolomini,Q116525629
Guilelmus Laing,Q16594,DSNAME2292,Personal (Name Authority),Guilelmus Laing,Q123274781
Guillaume Adam,Q40815,DSNAME4370,Personal (Name Authority),Guillaume Adam,Q1393849
Guillaume Brouscon,Q40358,DSNAME3913,Personal (Name Authority),Guillaume Brouscon,Q3119724
Guillaume Budé,Q17668,DSNAME2459,Personal (Name Authority),Guillaume Budé,Q353668
Guillaume Durand,Q7868,DSNAME1502,Personal (Name Authority),Guillaume Durand,Q2329414
Guillaume Le Vasseur de Beauplan,Q40821,DSNAME4376,Personal (Name Authority),Guillaume Le Vasseur de Beauplan,Q1285841
Guillaume Tardif,Q462,DSNAME189,Personal (Name Authority),Guillaume Tardif,Q15966959
Guillaume d'Estouteville,Q40612,DSNAME4167,Personal (Name Authority),Guillaume d'Estouteville,Q656131
Guillaume de Deguileville,Q40817,DSNAME4372,Personal (Name Authority),Guillaume de Deguileville,Q331692
Guillaume de Lanicia,Q426,DSNAME153,Personal (Name Authority),Guillaume de Lanicia,Q64032846
Guillaume de Lorris,Q7918,DSNAME1553,Personal (Name Authority),Guillaume de Lorris,Q544959
Guillaume de Machaut,Q40818,DSNAME4373,Personal (Name Authority),Guillaume de Machaut,Q200580
Guillaume de Mandagout,Q4420,DSNAME1056,Personal (Name Authority),Guillaume de Mandagout,Q3120387
Guillaume de Rennes,Q20324,DSNAME3015,Personal (Name Authority),Guillaume de Rennes,Q3120427
Guillaume de Salins,Q7935,DSNAME1573,Personal (Name Authority),Guillaume de Salins,Q116250186
Guillaume de Tignonville,Q40820,DSNAME4375,Personal (Name Authority),Guillaume de Tignonville,Q17320063
Guillelmus Gilaberti de Olivariis,Q8403,DSNAME1688,Personal (Name Authority),Guillelmus Gilaberti de Olivariis,Q116486899
Guillemette Bezard,Q20207,DSNAME2891,Personal (Name Authority),Guillemette Bezard,Q122873230
Guillemme Broullin,Q12893,DSNAME2084,Personal (Name Authority),Guillemme Broullin,Q123005770
Guiniforte da Vimercate,Q1794,DSNAME559,Personal (Name Authority),Guiniforte da Vimercate,Q117448293
Gulielmus Herlyacensis,Q20152,DSNAME2834,Personal (Name Authority),Gulielmus Herlyacensis,Q122873465
Gundisalvus Hispanus,Q40891,DSNAME4446,Personal (Name Authority),Gundisalvus Hispanus,Q124566826
Gundulf,Q40824,DSNAME4379,Personal (Name Authority),Gundulf,Q3198512
Guo Kui,Q12861,DSNAME2052,Personal (Name Authority),Guo Kui,Q45424337
Gustav Wolf,Q17692,DSNAME2483,Personal (Name Authority),Gustav Wolf,Q15453601
Gusztáv Emich,Q40593,DSNAME4148,Personal (Name Authority),Gusztáv Emich,Q989300
Guy de Chauliac,Q42188,DSNAME5715,Personal (Name Authority),Guy de Chauliac,Q61474715
"Guy du Faur, seigneur de Pibrac",Q41473,DSNAME5028,Personal (Name Authority),"Guy du Faur, seigneur de Pibrac",Q3121749
Guyart des Moulins,Q40808,DSNAME4363,Personal (Name Authority),Guyart des Moulins,Q3122335
Gwenllian,Q6155,DSNAME1276,Personal (Name Authority),Gwenllian,Q120442563
Gwenllian Vaughan,Q40829,DSNAME4384,Personal (Name Authority),Gwenllian Vaughan,Q114242550
Gérard de Vaucouleurs,Q17769,DSNAME2561,Personal (Name Authority),Gérard de Vaucouleurs,Q981340
Géraud de Frachet,Q40731,DSNAME4286,Personal (Name Authority),Géraud de Frachet,Q3124462
H. Bayle,Q5104,DSNAME1111,Personal (Name Authority),H. Bayle,Q116172472
H. Charles Barnston,Q4421,DSNAME1057,Personal (Name Authority),H. Charles Barnston,Q116250696
H. P. Kraus (firm),Q1676,DSNAME512,Corporate (Name Authority),H. P. Kraus (firm),Q113864096
Hada Alftra Haq Salem N. Salman,Q42190,DSNAME5717,Personal (Name Authority),Hada Alftra Haq Salem N. Salman,Q125930803
Hafez,Q10870,DSNAME3164,Personal (Name Authority),Hafez,Q6240
Hagop Kevorkian,Q18631,DSNAME2583,Personal (Name Authority),Hagop Kevorkian,Q970441
Hagop Kevorkian Fund,Q390,DSNAME117,Corporate (Name Authority),Hagop Kevorkian Fund,Q114242603
Haimo of Auxerre,Q1918,DSNAME1996,Personal (Name Authority),Haimo of Auxerre,Q2934990
Halayudha,Q28302,DSNAME3518,Personal (Name Authority),Halayudha,Q3635178
Haly Abenragel,Q3765,DSNAME926,Personal (Name Authority),Haly Abenragel,Q2081331
Hamilton Cole,Q870,DSNAME257,Personal (Name Authority),Hamilton Cole,Q116625976
Hammond,Q17709,DSNAME2500,Personal (Name Authority),Hammond,Q123378477
Hamon le Strange,Q5099,DSNAME1106,Personal (Name Authority),Hamon le Strange,Q19357033
Hampton L. Carson,Q20038,DSNAME2713,Personal (Name Authority),Hampton L. Carson,Q19974462
Hanaoka Seishū,Q12887,DSNAME2078,Personal (Name Authority),Hanaoka Seishū,Q1376935
Hankok,Q40835,DSNAME4390,Personal (Name Authority),Hankok,Q124380415
Hanns Schwartz,Q5115,DSNAME1122,Personal (Name Authority),Hanns Schwartz,Q116619667
Hannād Ibn al-Sarī,Q12445,DSNAME1915,Personal (Name Authority),Hannād Ibn al-Sarī,Q12250101
Hans Albrecht von Derschau,Q40522,DSNAME4077,Personal (Name Authority),Hans Albrecht von Derschau,Q55843668
Hans Friedrich Emanuel Schennis,Q7062,DSNAME1314,Personal (Name Authority),Hans Friedrich Emanuel Schennis,Q24701295
Hans Lill,Q12931,DSNAME2124,Personal (Name Authority),Hans Lill,Q122949367
Hans P. Kraus,Q20316,DSNAME3006,Personal (Name Authority),Hans P. Kraus,Q85506
Hans Schwent,Q4449,DSNAME1085,Personal (Name Authority),Hans Schwent,Q116619680
Hans Wertinger,Q1885,DSNAME650,Personal (Name Authority),Hans Wertinger,Q3127027
Hans d'Kubach,Q41081,DSNAME4636,Personal (Name Authority),Hans d'Kubach,Q124566852
Hans von Bruneck,Q7865,DSNAME1499,Personal (Name Authority),Hans von Bruneck,Q1540582
Haquinet le Pesquier,Q40838,DSNAME4393,Personal (Name Authority),Haquinet le Pesquier,Q124380416
Harekṛṣṇa Miśra,Q28063,DSNAME3279,Personal (Name Authority),Harekṛṣṇa Miśra,Q113779012
Hari Dīkṣita,Q28126,DSNAME3342,Personal (Name Authority),Hari Dīkṣita,Q124252856
Harirāmatarkavāgīśa,Q28211,DSNAME3427,Personal (Name Authority),Harirāmatarkavāgīśa,Q113812072
Harivallabha,Q28113,DSNAME3329,Personal (Name Authority),Harivallabha,Q124252857
Harold Baillie Weaver,Q1582,DSNAME418,Personal (Name Authority),Harold Baillie Weaver,Q18821788
Harold Drayton,Q1832,DSNAME597,Personal (Name Authority),Harold Drayton,Q18761974
Harris,Q42192,DSNAME5719,Personal (Name Authority),Harris,Q125930805
Harrison Gray Otis,Q41374,DSNAME4929,Personal (Name Authority),Harrison Gray Otis,Q1586268
Harrison Horblit,Q429,DSNAME156,Personal (Name Authority),Harrison Horblit,Q18206500
Harrison Wright,Q20073,DSNAME2752,Personal (Name Authority),Harrison Wright,Q114242489
Harrold E. Gillingham,Q20326,DSNAME3017,Personal (Name Authority),Harrold E. Gillingham,Q73086781
Harry Creswick,Q384,DSNAME111,Personal (Name Authority),Harry Creswick,Q5668143
Harry G. Friedman,Q27981,DSNAME3197,Personal (Name Authority),Harry G. Friedman,Q124130454
Harry Levinson,Q20044,DSNAME2719,Personal (Name Authority),Harry Levinson,Q5670578
Harry Luke,Q41167,DSNAME4722,Personal (Name Authority),Harry Luke,Q2920257
Harry Ransom Center,Q17632,DSNAME2423,Corporate (Name Authority),Harry Ransom Center,Q5671855
Hasan ibn ʻAbd Allah al-Sirafi,Q41679,DSNAME5234,Personal (Name Authority),Hasan ibn ʻAbd Allah al-Sirafi,Q20384183
Hassan al-Jabarti,Q12373,DSNAME1843,Personal (Name Authority),Hassan al-Jabarti,Q5679896
Hastings family,Q41990,DSNAME5545,Corporate (Name Authority),Hastings family,Q4134121
Hatefi,Q3801,DSNAME962,Personal (Name Authority),Hatefi,Q2820926
Hautecombe Abbey,Q1546,DSNAME382,Corporate (Name Authority),Hautecombe Abbey,Q63524
Hayashi Shihei,Q12880,DSNAME2071,Personal (Name Authority),Hayashi Shihei,Q382306
Haymo of Halberstadt,Q1917,DSNAME682,Personal (Name Authority),Haymo of Halberstadt,Q472833
He Jingming,Q12873,DSNAME2064,Personal (Name Authority),He Jingming,Q10886251
Hein van Aken,Q40096,DSNAME3651,Personal (Name Authority),Hein van Aken,Q2395779
Heinrich Bullinger,Q5096,DSNAME1103,Personal (Name Authority),Heinrich Bullinger,Q123839
Heinrich Eisemann,Q16620,DSNAME2319,Personal (Name Authority),Heinrich Eisemann,Q72936970
Heinrich Eisinger,Q42193,DSNAME5720,Personal (Name Authority),Heinrich Eisinger,Q125930940
Heinrich IV. von Württemberg,Q5122,DSNAME1129,Personal (Name Authority),Heinrich IV. von Württemberg,Q1597838
Heinrich Jantsch,Q40983,DSNAME4538,Personal (Name Authority),Heinrich Jantsch,Q1597872
Heinrich Stegmüller,Q3279,DSNAME878,Personal (Name Authority),Heinrich Stegmüller,Q1598934
Heinrich von Friemar,Q4431,DSNAME1067,Personal (Name Authority),Heinrich von Friemar,Q1306304
Heinrich von München,Q41294,DSNAME4849,Personal (Name Authority),Heinrich von München,Q1599603
Heinrich von St. Gallen,Q40856,DSNAME4411,Personal (Name Authority),Heinrich von St. Gallen,Q1599683
"Heinrich, Duke of Saxe-Merseburg",Q40863,DSNAME4418,Personal (Name Authority),"Heinrich, Duke of Saxe-Merseburg",Q474437
Helen Rose Hull,Q27992,DSNAME3208,Personal (Name Authority),Helen Rose Hull,Q23303108
Helene de Montmorency,Q41279,DSNAME4834,Personal (Name Authority),Helene de Montmorency,Q123759786
Helge Frank,Q42194,DSNAME5721,Personal (Name Authority),Helge Frank,Q125930807
Helius Eobanus Hessus,Q40879,DSNAME4434,Personal (Name Authority),Helius Eobanus Hessus,Q532384
Hellmut Albert Feisenberger,Q16619,DSNAME2318,Personal (Name Authority),Hellmut Albert Feisenberger,Q55682647
Helmut Beck,Q399,DSNAME126,Personal (Name Authority),Helmut Beck,Q94821473
Hemachandra,Q28329,DSNAME3545,Personal (Name Authority),Hemachandra,Q2723463
Hemādri,Q28315,DSNAME3531,Personal (Name Authority),Hemādri,Q124253333
Hendrik Herp,Q16605,DSNAME2304,Personal (Name Authority),Hendrik Herp,Q473002
Henri Auguste Brölemann,Q1621,DSNAME2211,Personal (Name Authority),Henri Auguste Brölemann,Q116785149
Henri Bohic,Q20117,DSNAME2798,Personal (Name Authority),Henri Bohic,Q3130702
Henri Bordes,Q40323,DSNAME3878,Personal (Name Authority),Henri Bordes,Q94506069
Henri II de Rohan,Q1513,DSNAME349,Personal (Name Authority),Henri II de Rohan,Q701048
Henri Schiller,Q3216,DSNAME815,Personal (Name Authority),Henri Schiller,Q116579075
Henri de Cossette,Q10872,DSNAME1732,Personal (Name Authority),Henri de Cossette,Q122370565
Henri-Jacques-François Busnel,Q1782,DSNAME547,Personal (Name Authority),Henri-Jacques-François Busnel,Q116780151
Henricus Dazeborch,Q40511,DSNAME4066,Personal (Name Authority),Henricus Dazeborch,Q124364174
Henricus Lafferde,Q20051,DSNAME2726,Personal (Name Authority),Henricus Lafferde,Q114242463
Henricus Mewe,Q20052,DSNAME2727,Personal (Name Authority),Henricus Mewe,Q114242530
Henry Allan,Q3182,DSNAME781,Personal (Name Authority),Henry Allan,Q116064463
Henry Broadley,Q40352,DSNAME3907,Personal (Name Authority),Henry Broadley,Q5718644
Henry Cadbury,Q40379,DSNAME3934,Personal (Name Authority),Henry Cadbury,Q5719089
Henry Charles Lea,Q3816,DSNAME1414,Personal (Name Authority),Henry Charles Lea,Q325867
Henry Clark Stewart,Q4444,DSNAME1080,Personal (Name Authority),Henry Clark Stewart,Q116250300
Henry Cunliffe,Q40485,DSNAME4040,Personal (Name Authority),Henry Cunliffe,Q75631190
Henry Danby Seymour,Q41649,DSNAME5204,Personal (Name Authority),Henry Danby Seymour,Q16063838
Henry Daniel,Q40497,DSNAME4052,Personal (Name Authority),Henry Daniel,Q16207001
Henry Digby,Q17685,DSNAME2476,Personal (Name Authority),Henry Digby,Q123378470
Henry Drury,Q7282,DSNAME2527,Personal (Name Authority),Henry Drury,Q5720478
Henry Easson,Q40567,DSNAME4122,Personal (Name Authority),Henry Easson,Q113818938
Henry Ellis Allen,Q40128,DSNAME3683,Personal (Name Authority),Henry Ellis Allen,Q20978682
Henry Elsynge,Q17755,DSNAME2547,Personal (Name Authority),Henry Elsynge,Q18730405
Henry Francis Lyte,Q41174,DSNAME4729,Personal (Name Authority),Henry Francis Lyte,Q1606761
"Henry Frederick, Prince of Wales",Q804,DSNAME216,Personal (Name Authority),"Henry Frederick, Prince of Wales",Q82631
Henry Gee Barnard,Q20262,DSNAME2949,Personal (Name Authority),Henry Gee Barnard,Q122873225
Henry George Bohn,Q40307,DSNAME3862,Personal (Name Authority),Henry George Bohn,Q5580808
Henry George Keene,Q18677,DSNAME2629,Personal (Name Authority),Henry George Keene,Q17421425
"Henry Grey, 1st Duke of Kent",Q41060,DSNAME4615,Personal (Name Authority),"Henry Grey, 1st Duke of Kent",Q336031
Henry Hakesalt,Q6162,DSNAME1283,Personal (Name Authority),Henry Hakesalt,Q113864323
Henry Hancock,Q40860,DSNAME4415,Personal (Name Authority),Henry Hancock,Q124515270
