row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
703,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.767011Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Albert of Saxony,author,,,human,Albertus de Saxonia,Q61044
704,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.767011Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Albertano da Brescia,author,,,human,Albertanus of Brescia,Q2831705
705,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.767011Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Albertano da Brescia 13th cent.,author,,,human,Albertanus of Brescia,Q2831705
706,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.767011Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Albertanus of Brescia,author,,,human,Albertanus of Brescia,Q2831705
707,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.767011Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Albertino Mussato,author,,,human,Albertino Mussato,Q737321
709,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alberto Pio 1475-1531,author,,,human,Alberto III Pio,Q1754523
710,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alberto Trotti?,author,,,human,Alberto Trotti,Q113779031
711,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Albertus Magnus,author,,,human,Albertus Magnus,Q60059
712,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z","Albertus Magnus, Saint 1193?-1280.",author,,,human,Albertus Magnus,Q60059
713,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Albertus de Gandino,author,,,human,Albertus Gandinus,Q3608315
714,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Albertus de Saxonia (Albert of Halberstadt),author,,,human,Albertus de Saxonia,Q61044
715,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z","Albertus, de Saxonia, -1390",author,,,human,Albertus de Saxonia,Q61044
716,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z","Albohazen Haly, son of Abenragel",author,,,human,Haly Abenragel,Q2081331
717,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z","Albrecht, Bishop of Strassburg, 1440-1506",author,,,human,Albrecht von Pfalz-Mosbach,Q1739358
718,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alcherus of Clairvaux,author,,,human,Alcher of Clairvaux,Q2832136
719,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alcinous fl. 2nd cent.,author,,,human,Alcinous,Q936686
720,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alcuin,author,,,human,Alcuin,Q154332
721,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alcuin of York,author,,,human,Alcuin,Q154332
722,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z","Alderotti, Taddeo 1223-1295.",author,,,human,Taddeo Alderotti,Q328138
723,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Aldhelm Saint 640?-709.,author,,,human,Aldhelm,Q709718
724,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Aldobrandino da Siena,author,,,human,Aldobrandino da Siena,Q2832270
725,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alessandro Piccolomini,author,,,human,Alessandro Piccolomini,Q250089
726,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.091167200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alessandro da Sassoferrato,author,,,human,Alessandro Oliva,Q579749
728,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.092173600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alessandro degli Angeli.,author,,,human,Alessandro degli Angeli,Q59627685
730,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.092173600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alexander Boswell,author,,,human,Alexander Boswell,Q2833088
731,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.092173600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alexander IV,author,,,human,Alexander IV,Q169915
732,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.092173600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alexander Nequam,author,,,human,Alexander Neckam,Q1974885
733,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.092173600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alexander VI,author,,,human,Alexander VI,Q108316
735,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.092173600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alexander de Villa Dei,author,,,human,Alexander of Villedieu,Q692413
736,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.092173600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alexander de Villa Dei ca. 1175-1240,author,,,human,Alexander of Villedieu,Q692413
737,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.092173600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alexander de Villa Dei.,author,,,human,Alexander of Villedieu,Q692413
738,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.092173600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alexander of Canterbury,author,,,human,Alexander of Canterbury,Q4720494
739,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.092173600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alexander of Hales,author,,,human,Alexander of Hales,Q457968
740,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.092173600Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alexander of Roes,author,,,human,Alexander of Roes,Q10882562
743,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.093167Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alfonso X King of Castile and Leon 1221-1284.,author,,,human,Alfonso X of Castile and Leon,Q47595
744,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.093167Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alfonso X of Castile,author,,,human,Alfonso X of Castile and Leon,Q47595
745,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.768008400Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.093167Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alfonso X of Castille,author,,,human,Alfonso X of Castile and Leon,Q47595
746,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.769007700Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.093167Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z","Alfonso X, the Learned, King of Castile and León",author,,,human,Alfonso X of Castile and Leon,Q47595
747,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.769007700Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.093167Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alfonso de Vargas y Toledo.,author,,,human,Alphonsus Vargas,Q115217863
748,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.769007700Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.093167Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alfraganus,author,,,human,Ahmad ibn Muhammad ibn Kathīr al-Farghānī,Q336550
752,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.769007700Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.093167Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z","Alighieri, Jacopo. ""Capitoli sulla Divina commedia di Dante Alighieri,"" 197v-198:",author,,,human,Jacopo Alighieri,Q1161153
753,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.769007700Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.093167Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alkindi,author,,,human,Al-Kindi,Q179759
762,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.769007700Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.093167Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alphonsus,author,,,human,Alphonsus Joseph Maria van Engelen,Q102219546
763,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.769007700Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.093167Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alphonsus de Spina,author,,,human,Alphonso de Spina,Q372817
764,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.769007700Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.093167Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alphonsus of Burgos,author,,,human,Abner of Burgos,Q322560
766,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.769007700Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.093167Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.704428200Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.201823800Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.450618700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.372667100Z",Alulfus of Tournai,author,,,human,Alulphe of Tournai,Q46592455
