row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_label_add,instance_of_add,structured_value_add,instance_of,authorized_label,structured_value
29,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Ailesbury, Charles Bruce, Earl of, 1682-1747",former owner,,,"Charles Bruce, 3rd Earl of Ailesbury",human,Q5075841,,,
30,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Ailesbury, Henry Augustus, Marquess of, 1842-1911",former owner,,,,,,,,
31,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Akhīr al-Makhtūmī, Aḥmad ibn Muṣṭafá, active 18th century",scribe,اخير المختومي، احمد بن مصطفى، active 18th century,,,,,,,
32,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Akmal al-Dīn al-Bābartī, Muḥammad ibn Maḥmūd, 1310 or 1311-1384 or 1385",author,اكمل الدين البابرتي، محمد بن محمود، 1310 or 1311-1384 or 1385,http://id.loc.gov/authorities/names/nr91037636 http://id.loc.gov/authorities/names/nr91037636 http://viaf.org/viaf/sourceID/LC%7cnr91037636,Akmal al-Din al-Babarti,human,Q12180143,,,
65,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Āmidī, Fatḥ Allāh ibn ʻUmar, active 13th century",author,آمدي، فتح الله بن عمر، active 13th century,,,,,,,
33,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Amīr, ʻAlī ibn Ibrāhīm",author,امير، علي بن ابراهيم,,,,,,,
34,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Amīr al-Kabīr, Muḥammad ibn Muḥammad, 1742-1817",author,امير الكبير، محمد بن محمد، 1742-1817,,Muḥammad ibn Muḥammad Amīr al-Kabīr,human,Q28714934,,,
35,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Anbābī, Manṣūr",scribe,انبابي، منصور,,,,,,,
36,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Anbābī, Yūsuf ibn Badr al-Dīn",author,انبابي، يوسف بن بدر الدين,,,,,,,
66,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Ānisī, ʻAbd al-Raḥmān ibn Yaḥyá, 1754 or 1755-1834 or 1835",author,آنسي، عبد الرحمن بن يحيى، 1754 or 1755-1834 or 1835,,,,,,,
37,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Anṣārī, Tāj al-Dīn ibn Aḥmad, active 17th century",author,انصاري، تاج الدين بن احمد، active 17th century,,,,,,,
38,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Anṣārī, Zakarīyā ibn Muḥammad, approximately 1423-approximately 1520",author,انصاري، زكريا بن محمد approximately 1423-approximately 1520,,Zakariyya al-Ansari,human,Q4117458,,,
39,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Anṣārī, Zakarīyā ibn Muḥammad, approximately 1423-approximately 1520",author,انصاري، زكريا بن محمد، approximately 1423-approximately 1520,,Zakariyya al-Ansari,human,Q4117458,,,
43,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Anṣārī, Zakarīyā ibn Muḥammad, approximately 1423-approximately 1520",author,انصاري، زكريا بن محمد، approximately 1423-approximately 1520,http://id.loc.gov/authorities/names/n85197808 http://id.loc.gov/authorities/names/n85197808 http://viaf.org/viaf/sourceID/LC%7cn85197808,Zakariyya al-Ansari,human,Q4117458,,,
40,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Anṣārī, Zayn al-ʻĀbidīn ibn Zakarīyā, active 17th century",scribe,انصاري، زين العابدين بن زكريا، active 17th century,,,,,,,
44,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Anṣārī, ʻAbd Allāh ibn Muḥammad, 1247 or 1248-1323 or 1324",author,"انصاري، عبد الله بن محمد, 1247 or 1248-1323 or 1324",http://id.loc.gov/authorities/names/nr90021710,ʻAbd Allāh ibn Muḥammad Anṣārī,human,Q122946944,,,
41,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Anṣārī, ʻAlī ibn Mūsá, 1121 or 1122-1196 or 1197",author,انصاري، علي بن موسى، 1121 or 1122-1196 or 1197,,,,,,,
42,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Antonio, de Sant Romà, fray",scribe,,,Fray Antonio de Sant Roma,human,Q121464479,,,
45,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Aqsarāʼī, Muḥammad ibn Muḥammad, active 14th century",author,اقسرائي، محمد بن محمد، active 14th century,,,,,human,Muḥammad ibn Muḥammad Aqsarāʼī,Q116235892
46,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.552560200Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Aqsarāʼī, ʻAlī ibn Mūsá, active 17th century",scribe,اقسرائي، علي بن موسى، active 17th century,,,,,,,
47,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Aqyāzatī, Muḥammad ibn ʻĪsá, active 15th century",scribe,اقيازتي، محمد بن عيسى، active 15th century,,,,,,,
48,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Ardabīlī, Muḥammad ibn ʻAbd al-Ghanī, -1249 or 1250",author,اردبيلي، محمد بن عبد الغني، 1572-1627,,,,,,,
49,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Arīnī, Muḥammad ibn Najm",author,اريني، محمد بن نجم,,,,,,,
50,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Armayūnī, Yūsuf ibn ʻAbd Allāh, -1551",author,ارميوني، يوسف بن عبد الله، -1551,http://id.loc.gov/authorities/names/no99011960,Yūsuf ibn ʻAbd Allāh Armayūnī,human,Q122946945,,,
51,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Arnold, William Harris, 1854-1923",former owner,,,William Harris Arnold,human,Q109854300,,,
52,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Arwādī, Aḥmad ibn Sulaymān, -approximately 1858",author,اروادي، احمد بن سليمان، -approximately 1858,http://id.loc.gov/authorities/names/nr94040455 http://id.loc.gov/authorities/names/nr94040455 http://viaf.org/viaf/sourceID/LC%7cnr94040455,Aḥmad ibn Sulaymān Arwādī,human,Q122946946,,,
53,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Asadī, al-Ḥusayn ibn Muḍar, active 12th century",scribe,اسدي، الحسين بن مضر، active 12th century,,,,,,,
54,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Ashburnham, Bertram Ashburnham, Earl of, 1797-1878",former owner,,,,,,human,"Bertram Ashburnham, 4th Earl of Ashburnham",Q21855104
55,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Aṭahʹlī, Muṣṭafá ibn Ḥamzah, active 17th century",author,اطه‌لي، مصطفى بن حمزة، active 17th century,,Muṣṭafá ibn Ḥamzah Aṭahʹlī,human,Q121322648,,,
56,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Augustine, of Hippo, Saint, 354-430",author,,http://id.loc.gov/authorities/names/n80126290(uri) http://id.loc.gov/authorities/names/n80126290(uri) http://viaf.org/viaf/sourceID/LC%7cn80126290,,,,human,Augustine of Hippo,Q8018
57,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.860964300Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.946456Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.139800800Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Avicenna, 980-1037",author,ابن سينا، 980-1037,,,,,human,Avicenna,Q8011
