row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_name,instance_of,structured_value
553,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Laurentius Pisanus,author,,,Laurentius Veronensis,human,Q41616668
559,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Leo, Archipresbyter, active 10th century",author,,http://id.loc.gov/authorities/names/n50080602.html,Leo Archpriest,human,Q1818805
560,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Leonardo Bruni,author,,,Leonardo Bruni,human,Q314488
568,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Lewis, John Frederick, 1860-1932",former owner,,,John Frederick Lewis,human,Q78163033
572,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Libri, Guillaume, 1803-1869,",former owner.,,,Guglielmo Libri Carucci dalla Sommaja,human,Q1251586
574,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Livermore, George, 1809-1865",former owner,,,George Livermore,human,Q16065893
575,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Livy,author,,,Titus Livius,human,Q2039
576,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Livy (Titus Livius),author,,,Titus Livius,human,Q2039
577,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Lloyd-Mostyn, Llewellyn Neville Vaughan",former owner,,,"Llewelyn Lloyd-Mostyn, 3rd Baron Mostyn of Mostyn",human,Q75271125
579,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Lorenzo Guglielmo Traversagni,author,,,Lorenzo Traversagni,human,Q18674108
580,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Lotario de' Conti di Segni (Pope Innocent III),author,,,Innocent III,human,Q128076
581,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Ludwig, Irene,",former owner.,,,Irene Ludwig,human,Q1672539
582,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Ludwig, Peter, 1925-1996,",former owner.,,,Peter Ludwig,human,Q73991
583,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Macclesfield, George Parker, Earl of, approximately 1697-1764",former owner,,,"George Parker, 2nd Earl of Macclesfield",human,Q335725
584,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Macer, Floridus.",author,,,Odo of Meung,human,Q41617302
587,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Maggs Bros.,former owner,,,Maggs Bros Ltd,organization,Q15067374
589,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Makiya, Mohamed,",former owner.,,,Mohamed. Makiya,human,Q1942781
590,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Makkūdī, ʻAbd al-Raḥmān ibn ʻAlī, -1404 or 1405.",author,مكودي، عبد الرحمن بن علي، -1404 أو  1405.,,ʿAbd-ar-Raḥmān Ibn-ʿAlī al- Makkūdī,human,Q60827863
591,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Manlove, Timothy, -1699",former owner,,,Timothy Manlove,human,Q7807385
592,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Mannheimer Hofbibliothek,former owner,,,Mannheimer Hofbibliothek,organization,Q48757260
597,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Marco Polo,author,,,Marco Polo,human,Q6101
600,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Mariano, del Buono di Jacopo, 1433-1504",artist,,,Mariano del Buono,human,Q16138117
604,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Martial,author,,,Martial,human,Q2098
605,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Martin of Tours,author,,,Martin of Tours,human,Q133704
608,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.544Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Masson, Irvine, 1887-1962,",former owner.,,,Irvine Masson,human,Q15441871
610,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.544Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Master of the Burgundian Prelates,",illuminator.,,,Meister der burgundischen Prälaten,human,Q1918472
615,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.544Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.459Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","McRoberts, David,",former owner.,,,David McRoberts,human,Q95002340
634,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.544Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.459Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.979Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Nabi, 1641 or 1642-1712.",author,نابی، 1641 ياخود  1642-1712.,,Yusuf Nabi,human,Q2351863
636,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.544Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.459Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.979Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Nasafī, ʻAbd Allāh ibn Aḥmad, -1310.",author,نسفي، عبد الله بن احمد، -1310.,,ʿAbdallāh Ibn-Aḥmad Nasafī,human,Q12223449
637,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.544Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.459Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.979Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Nābulusī, ʻAbd al-Ghanī ibn Ismāʻīl, 1641-1731.",author,,http://id.loc.gov/authorities/names/n83198301,Abd al-Ghani al-Nabulsi,human,Q4164547
639,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.544Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.459Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.979Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Nicholas of Gorran,author,,,Nicholas of Gorran,human,Q3340931
640,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.544Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.459Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.979Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Nicholas of Lyra,author,,,Nicholas of Lyra,human,Q1969164
641,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.544Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.459Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.979Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Nicholas, of Lyra, approximately 1270-1349",author,,http://id.loc.gov/authorities/names/n81077197.html,Nicholas of Lyra,human,Q1969164
643,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.544Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.459Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.979Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.188Z","Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203.",author,نظامى گنجوى، 1140 یا 1141-1202 یا 1203.,,Nezami Ganjavi,human,Q234908
644,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.544Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.459Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.979Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.188Z","Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203.",author,‏نظامى گنجوى،‏ 1140 یا 1141-1202 یا 1203.,,Nezami Ganjavi,human,Q234908
646,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.544Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.459Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.979Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.188Z","North, Frederick, Earl of Guilford, 1766-1827,",former owner.,,,Frederick North,human,Q333623
661,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.544Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.459Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.979Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.188Z",Origen.,author,,,Origen,human,Q170472
672,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.546Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.460Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.979Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.188Z","Page-Turner, Gregory Osborne, Sir, 1785-1843",former owner,,,"Sir Gregory Osborne Page-Turner, 4th Bt.",human,Q75874518
673,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.546Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.460Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.979Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.188Z","Paolo, Veneto, approximately 1370-1428.",author,,,Paul of Venice,human,Q2064265
678,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.546Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.460Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.979Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.188Z",Paul the Deacon,author,,,Paul the Deacon,human,Q160424
